Alloy,Doping type,Temperature (K),Doping (cm⁻³),S (µV/K),sigma (S/m),kappa_e (W/(m·K)),ZT_e (-)
ZrMo_Rh2_Sn2,n,200.0,-1e+16,959.7717616978116,4.2600704281461645,2.248685250286679e-05,34.902299380616086
ZrMo_Rh2_Sn2,n,300.0,-1e+18,658.858171058679,337.1870441021379,0.0023625546348159045,18.586351498616843
ZrMo_Rh2_Sn2,n,400.0,-1e+19,515.9248149115838,2812.333732531082,0.021853138954730834,13.702059661429578
ZrMo_Rh2_Sn2,n,500.0,-1e+20,355.54681971785817,23948.310721648097,0.18066244262099965,8.378583604999116
ZrMo_Rh2_Sn2,n,600.0,-1e+20,375.37157953243667,21505.914154865055,0.19609945719977928,9.271618265937562
ZrMo_Rh2_Sn2,n,700.0,-1e+20,382.4413621916087,19658.80889739309,0.31560610312813114,6.377339843866338
ZrMo_Rh2_Sn2,n,800.0,-1e+20,365.5101051418278,18660.140661738686,0.7075100348709861,2.818844199962567
ZrMo_Rh2_Sn2,n,900.0,1e+20,-194.23915803046484,52799.61720259574,1.3245823134039272,1.3535300599671507
ZrMo_Rh2_Sn2,n,1000.0,1e+20,-188.40424285104038,52247.467859647506,1.8827238361381184,0.9850538759267015
ZrMo_Rh2_Sn2,n,1100.0,1e+20,-170.62126724606438,53993.191647310196,2.7899244083587784,0.6197343600230484
ZrMo_Rh2_Sn2,n,1200.0,1e+20,-147.23325879371555,58265.886381362325,4.025240034008167,0.37654394609025843
ZrMo_Rh2_Sn2,n,1300.0,1e+20,-124.66284549848713,64789.708698257666,5.517742302958723,0.23722586417405084
ZrMo_Rh2_Sn2,p,100.0,1e+16,796.1248920687476,5.146082576999123,1.0546077964265766e-05,30.927739540970585
ZrMo_Rh2_Sn2,p,200.0,1e+16,959.7717616978116,4.2600704281461645,2.248685250286679e-05,34.902299380616086
ZrMo_Rh2_Sn2,p,300.0,1e+18,658.858171058679,337.1870441021379,0.0023625546348159045,18.586351498616843
ZrMo_Rh2_Sn2,p,400.0,1e+19,515.9248149115838,2812.333732531082,0.021853138954730834,13.702059661429578
ZrMo_Rh2_Sn2,p,500.0,1e+20,355.54681971785817,23948.310721648097,0.18066244262099965,8.378583604999116
ZrMo_Rh2_Sn2,p,600.0,1e+20,375.37157953243667,21505.914154865055,0.19609945719977928,9.271618265937562
ZrMo_Rh2_Sn2,p,700.0,1e+20,382.4413621916087,19658.80889739309,0.31560610312813114,6.377339843866338
ZrMo_Rh2_Sn2,p,800.0,1e+20,365.5101051418278,18660.140661738686,0.7075100348709861,2.818844199962567
ZrMo_Rh2_Sn2,p,900.0,-1e+20,-194.23915803046484,52799.61720259574,1.3245823134039272,1.3535300599671507
ZrMo_Rh2_Sn2,p,1000.0,-1e+20,-188.40424285104038,52247.467859647506,1.8827238361381184,0.9850538759267015
ZrMo_Rh2_Sn2,p,1100.0,-1e+20,-170.62126724606438,53993.191647310196,2.7899244083587784,0.6197343600230484
ZrMo_Rh2_Sn2,p,1200.0,-1e+20,-147.23325879371555,58265.886381362325,4.025240034008167,0.37654394609025843
ZrMo_Rh2_Sn2,p,1300.0,-1e+20,-124.66284549848713,64789.708698257666,5.517742302958723,0.23722586417405084
ZrMo_Ru2_As2,n,100.0,-1e+19,252.1441727021796,3492.5934364489767,0.007014934506403205,3.165353980782229
ZrMo_Ru2_As2,n,200.0,-1e+20,173.56028535956784,34610.520563658734,0.1557390101847005,1.3388793024313252
ZrMo_Ru2_As2,n,300.0,-1e+20,222.0465038282351,34320.748921916536,0.25911776161922484,1.9591545921446158
ZrMo_Ru2_As2,n,400.0,-1e+20,237.95370682136118,35373.67598180454,0.529349783301381,1.5134998919743032
ZrMo_Ru2_As2,n,500.0,-1e+20,219.18503296574036,39063.298424535,1.1639541670805909,0.8061666469952871
ZrMo_Ru2_As2,n,600.0,-1e+20,178.62996528812232,46484.3680319544,2.2606746878156674,0.3936667523106225
ZrMo_Ru2_As2,n,700.0,1e+20,-108.6361993791238,70856.3870832514,2.949498980126707,0.19846225461941197
ZrMo_Ru2_As2,n,800.0,1e+20,-88.22569016476724,83997.58628809878,4.625762611029458,0.11307421486457332
ZrMo_Ru2_As2,n,900.0,1e+20,-70.45234143723413,99994.77174471044,6.681356919278653,0.06685686262575297
ZrMo_Ru2_As2,n,1000.0,1e+20,-56.469628078412974,118211.29858158944,9.063971899619105,0.04158821615195564
ZrMo_Ru2_As2,n,1100.0,1e+20,-45.4029930373563,137962.57963281797,11.743005780663738,0.02664058044988839
ZrMo_Ru2_As2,n,1200.0,1e+20,-36.91418161368788,158957.7616922734,14.67021628141434,0.017717929011813065
ZrMo_Ru2_As2,n,1300.0,1e+20,-29.96304688864824,180732.52467544036,17.82048666637455,0.011836738557355153
ZrMo_Ru2_As2,p,100.0,1e+19,252.1441727021796,3492.5934364489767,0.007014934506403205,3.165353980782229
ZrMo_Ru2_As2,p,200.0,1e+20,173.56028535956784,34610.520563658734,0.1557390101847005,1.3388793024313252
ZrMo_Ru2_As2,p,300.0,1e+20,222.0465038282351,34320.748921916536,0.25911776161922484,1.9591545921446158
ZrMo_Ru2_As2,p,400.0,1e+20,237.95370682136118,35373.67598180454,0.529349783301381,1.5134998919743032
ZrMo_Ru2_As2,p,500.0,1e+20,219.18503296574036,39063.298424535,1.1639541670805909,0.8061666469952871
ZrMo_Ru2_As2,p,600.0,1e+20,178.62996528812232,46484.3680319544,2.2606746878156674,0.3936667523106225
ZrMo_Ru2_As2,p,700.0,-1e+20,-108.6361993791238,70856.3870832514,2.949498980126707,0.19846225461941197
ZrMo_Ru2_As2,p,800.0,-1e+20,-88.22569016476724,83997.58628809878,4.625762611029458,0.11307421486457332
ZrMo_Ru2_As2,p,900.0,-1e+20,-70.45234143723413,99994.77174471044,6.681356919278653,0.06685686262575297
ZrMo_Ru2_As2,p,1000.0,-1e+20,-56.469628078412974,118211.29858158944,9.063971899619105,0.04158821615195564
ZrMo_Ru2_As2,p,1100.0,-1e+20,-45.4029930373563,137962.57963281797,11.743005780663738,0.02664058044988839
ZrMo_Ru2_As2,p,1200.0,-1e+20,-36.91418161368788,158957.7616922734,14.67021628141434,0.017717929011813065
ZrMo_Ru2_As2,p,1300.0,-1e+20,-29.96304688864824,180732.52467544036,17.82048666637455,0.011836738557355153
ZrMo_Ru2_Bi2,n,100.0,-1e+18,438.18437663833515,356.1387467929076,0.0007958738033836933,8.591891695181605
ZrMo_Ru2_Bi2,n,200.0,-1e+19,314.88290932909376,3521.1581727795206,0.025544883426363612,2.733441499308056
ZrMo_Ru2_Bi2,n,300.0,-1e+20,208.7345172663097,31541.755675651115,0.21969888126601025,1.8765831669096422
ZrMo_Ru2_Bi2,n,400.0,-1e+20,238.32974453635893,30873.76864769788,0.38855438382712926,1.805320519886706
ZrMo_Ru2_Bi2,n,500.0,-1e+20,236.72616400735023,32191.614951475192,0.8049714803806113,1.1205333744605637
ZrMo_Ru2_Bi2,n,600.0,-1e+20,207.0344040478751,36290.54901992864,1.6064972021666273,0.5809648490310289
ZrMo_Ru2_Bi2,n,700.0,-1e+20,165.31594991800776,43624.87989902557,2.81301873482079,0.2966806170759637
ZrMo_Ru2_Bi2,n,800.0,-1e+20,126.82262015942445,54084.88093105669,4.369478131765571,0.15926844421239741
ZrMo_Ru2_Bi2,n,900.0,-1e+20,96.16417923346894,67104.76948231146,6.2271575482651285,0.08968766205194263
ZrMo_Ru2_Bi2,n,1000.0,-1e+20,74.73754927702196,82324.9870806103,8.338476935604547,0.05514709563862118
ZrMo_Ru2_Bi2,n,1100.0,-1e+20,59.988029687890936,99198.22173098393,10.66976238307303,0.03680196599953505
ZrMo_Ru2_Bi2,n,1200.0,-1e+20,50.15332633478989,117307.84940781805,13.185326295195473,0.026854490783958386
ZrMo_Ru2_Bi2,n,1300.0,-1e+20,43.84103199572187,136287.84492538753,15.851439505267189,0.021482919756609768
ZrMo_Ru2_Bi2,p,100.0,1e+18,438.18437663833515,356.1387467929076,0.0007958738033836933,8.591891695181605
ZrMo_Ru2_Bi2,p,200.0,1e+19,314.88290932909376,3521.1581727795206,0.025544883426363612,2.733441499308056
ZrMo_Ru2_Bi2,p,300.0,1e+20,208.7345172663097,31541.755675651115,0.21969888126601025,1.8765831669096422
ZrMo_Ru2_Bi2,p,400.0,1e+20,238.32974453635893,30873.76864769788,0.38855438382712926,1.805320519886706
ZrMo_Ru2_Bi2,p,500.0,1e+20,236.72616400735023,32191.614951475192,0.8049714803806113,1.1205333744605637
ZrMo_Ru2_Bi2,p,600.0,1e+20,207.0344040478751,36290.54901992864,1.6064972021666273,0.5809648490310289
ZrMo_Ru2_Bi2,p,700.0,1e+20,165.31594991800776,43624.87989902557,2.81301873482079,0.2966806170759637
ZrMo_Ru2_Bi2,p,800.0,1e+20,126.82262015942445,54084.88093105669,4.369478131765571,0.15926844421239741
ZrMo_Ru2_Bi2,p,900.0,1e+20,96.16417923346894,67104.76948231146,6.2271575482651285,0.08968766205194263
ZrMo_Ru2_Bi2,p,1000.0,1e+20,74.73754927702196,82324.9870806103,8.338476935604547,0.05514709563862118
ZrMo_Ru2_Bi2,p,1100.0,1e+20,59.988029687890936,99198.22173098393,10.66976238307303,0.03680196599953505
ZrMo_Ru2_Bi2,p,1200.0,1e+20,50.15332633478989,117307.84940781805,13.185326295195473,0.026854490783958386
ZrMo_Ru2_Bi2,p,1300.0,1e+20,43.84103199572187,136287.84492538753,15.851439505267189,0.021482919756609768
ZrMo_Ru2_Sb2,n,100.0,-1e+18,426.05661510835984,365.7731293152993,0.0011984288689492928,5.540311216414273
ZrMo_Ru2_Sb2,n,200.0,-1e+19,297.2553350793942,3686.0685920093833,0.034015725422654484,1.9150185578981143
ZrMo_Ru2_Sb2,n,300.0,-1e+20,207.34015955457664,32048.91956488271,0.23166045138503355,1.7842249431784525
ZrMo_Ru2_Sb2,n,400.0,-1e+20,234.79267366099657,31595.508293467632,0.4188162669483206,1.6635309255835093
ZrMo_Ru2_Sb2,n,500.0,-1e+20,231.3747129190081,33104.711358327215,0.8510462240809012,1.0412102782364276
ZrMo_Ru2_Sb2,n,600.0,-1e+20,201.99495725194166,37260.65697647243,1.6411896759975324,0.5558070320902174
ZrMo_Ru2_Sb2,n,700.0,1e+20,-118.91888346670595,60767.1623052483,2.0647651699589047,0.29133856484748744
ZrMo_Ru2_Sb2,n,800.0,1e+20,-104.26527640501463,68725.05564462875,3.3008061609356503,0.18107748905931367
ZrMo_Ru2_Sb2,n,900.0,1e+20,-87.39738046900709,79613.17157142534,4.922533520501737,0.1111822821891216
ZrMo_Ru2_Sb2,n,1000.0,1e+20,-72.28604684099965,93017.20731336193,6.867798123700813,0.07077090108979392
ZrMo_Ru2_Sb2,n,1100.0,1e+20,-59.37364861415447,108166.20489203406,9.099496554982762,0.04609506040282419
ZrMo_Ru2_Sb2,n,1200.0,1e+20,-48.89436213231551,124737.81299994072,11.567685380395154,0.03093502510989564
ZrMo_Ru2_Sb2,n,1300.0,1e+20,-40.28225310269148,142324.13729547508,14.237071271115155,0.021087677976211017
ZrMo_Ru2_Sb2,p,100.0,1e+18,426.05661510835984,365.7731293152993,0.0011984288689492928,5.540311216414273
ZrMo_Ru2_Sb2,p,200.0,1e+19,297.2553350793942,3686.0685920093833,0.034015725422654484,1.9150185578981143
ZrMo_Ru2_Sb2,p,300.0,1e+20,207.34015955457664,32048.91956488271,0.23166045138503355,1.7842249431784525
ZrMo_Ru2_Sb2,p,400.0,1e+20,234.79267366099657,31595.508293467632,0.4188162669483206,1.6635309255835093
ZrMo_Ru2_Sb2,p,500.0,1e+20,231.3747129190081,33104.711358327215,0.8510462240809012,1.0412102782364276
ZrMo_Ru2_Sb2,p,600.0,1e+20,201.99495725194166,37260.65697647243,1.6411896759975324,0.5558070320902174
ZrMo_Ru2_Sb2,p,700.0,-1e+20,-118.91888346670595,60767.1623052483,2.0647651699589047,0.29133856484748744
ZrMo_Ru2_Sb2,p,800.0,-1e+20,-104.26527640501463,68725.05564462875,3.3008061609356503,0.18107748905931367
ZrMo_Ru2_Sb2,p,900.0,-1e+20,-87.39738046900709,79613.17157142534,4.922533520501737,0.1111822821891216
ZrMo_Ru2_Sb2,p,1000.0,-1e+20,-72.28604684099965,93017.20731336193,6.867798123700813,0.07077090108979392
ZrMo_Ru2_Sb2,p,1100.0,-1e+20,-59.37364861415447,108166.20489203406,9.099496554982762,0.04609506040282419
ZrMo_Ru2_Sb2,p,1200.0,-1e+20,-48.89436213231551,124737.81299994072,11.567685380395154,0.03093502510989564
ZrMo_Ru2_Sb2,p,1300.0,-1e+20,-40.28225310269148,142324.13729547508,14.237071271115155,0.021087677976211017
ZrW_Co2_Ge2,n,100.0,-1e+16,958.1452715773985,1.8066849875355402,3.420341415399539e-06,48.49262546945613
ZrW_Co2_Ge2,n,200.0,-1e+16,1066.3411406129392,1.7080120272370507,6.434847482810146e-06,60.36358053438716
ZrW_Co2_Ge2,n,300.0,-1e+16,1132.3477499636765,1.6158027351495985,8.395721661368103e-06,74.03058893938395
ZrW_Co2_Ge2,n,400.0,-1e+16,1173.9782454648239,1.5427798428856068,9.448251246101838e-06,90.01867420442167
ZrW_Co2_Ge2,n,500.0,-1e+17,1007.0959556798534,14.72769180476669,0.00011130259862083187,67.10286940227972
ZrW_Co2_Ge2,n,600.0,-1e+18,828.4859233589751,140.02926285736783,0.001183601624909451,48.72308378444129
ZrW_Co2_Ge2,n,700.0,-1e+19,644.9481262405493,1326.6108806128534,0.011831089693259418,32.64873950964642
ZrW_Co2_Ge2,n,800.0,-1e+19,655.3946524136326,1258.8920618452078,0.014179187625239023,30.509347512662327
ZrW_Co2_Ge2,n,900.0,-1e+20,467.7911497983773,11901.473481672452,0.11945813107566583,19.621469468464806
ZrW_Co2_Ge2,n,1000.0,-1e+20,475.38270686062236,11306.892448402768,0.13032747344466636,19.606227767940883
ZrW_Co2_Ge2,n,1100.0,-1e+20,479.9712612770941,10787.190032898003,0.17492776350596315,15.626896647631131
ZrW_Co2_Ge2,n,1200.0,-1e+20,478.07740797125035,10368.940572273124,0.3169899891224439,8.971530270566658
ZrW_Co2_Ge2,n,1300.0,1e+20,-416.0088560127609,19249.441374507314,0.680266664272195,6.3663050650503665
ZrW_Co2_Ge2,p,100.0,1e+16,958.1452715773985,1.8066849875355402,3.420341415399539e-06,48.49262546945613
ZrW_Co2_Ge2,p,200.0,1e+16,1066.3411406129392,1.7080120272370507,6.434847482810146e-06,60.36358053438716
ZrW_Co2_Ge2,p,300.0,1e+16,1132.3477499636765,1.6158027351495985,8.395721661368103e-06,74.03058893938395
ZrW_Co2_Ge2,p,400.0,1e+16,1173.9782454648239,1.5427798428856068,9.448251246101838e-06,90.01867420442167
ZrW_Co2_Ge2,p,500.0,1e+17,1007.0959556798534,14.72769180476669,0.00011130259862083187,67.10286940227972
ZrW_Co2_Ge2,p,600.0,1e+18,828.4859233589751,140.02926285736783,0.001183601624909451,48.72308378444129
ZrW_Co2_Ge2,p,700.0,1e+19,644.9481262405493,1326.6108806128534,0.011831089693259418,32.64873950964642
ZrW_Co2_Ge2,p,800.0,1e+19,655.3946524136326,1258.8920618452078,0.014179187625239023,30.509347512662327
ZrW_Co2_Ge2,p,900.0,1e+20,467.7911497983773,11901.473481672452,0.11945813107566583,19.621469468464806
ZrW_Co2_Ge2,p,1000.0,1e+20,475.38270686062236,11306.892448402768,0.13032747344466636,19.606227767940883
ZrW_Co2_Ge2,p,1100.0,1e+20,479.9712612770941,10787.190032898003,0.17492776350596315,15.626896647631131
ZrW_Co2_Ge2,p,1200.0,1e+20,478.07740797125035,10368.940572273124,0.3169899891224439,8.971530270566658
ZrW_Co2_Ge2,p,1300.0,-1e+20,-416.0088560127609,19249.441374507314,0.680266664272195,6.3663050650503665
ZrW_Co2_Sn2,n,100.0,-1e+16,948.4187134567616,1.6129520485212172,2.991596432696298e-06,48.49742486204385
ZrW_Co2_Sn2,n,200.0,-1e+16,1059.458387771617,1.4567778170937107,5.633708209050752e-06,58.04927140511721
ZrW_Co2_Sn2,n,300.0,-1e+16,1130.2132784544717,1.3722143091565642,7.428241726232937e-06,70.79098924550587
ZrW_Co2_Sn2,n,400.0,-1e+16,1174.8303823651468,1.315358625184338,8.287804843968428e-06,87.6223690143868
ZrW_Co2_Sn2,n,500.0,-1e+17,1007.649510778593,12.582634364500741,0.00010827926552556967,58.99500966282852
ZrW_Co2_Sn2,n,600.0,-1e+18,828.5177860810167,119.24501305042948,0.0012098038298955288,40.59571480497285
ZrW_Co2_Sn2,n,700.0,-1e+19,645.44603231982,1127.8110374419148,0.010382832664941272,31.67658805133578
ZrW_Co2_Sn2,n,800.0,-1e+20,458.6593740380179,10646.788082125704,0.09641473822427742,18.58427906764194
ZrW_Co2_Sn2,n,900.0,-1e+20,467.4581645113123,10063.164802272166,0.1029876837458547,19.216633296594075
ZrW_Co2_Sn2,n,1000.0,-1e+20,473.22438582725954,9514.836469763895,0.13681380401318124,15.574196242311102
ZrW_Co2_Sn2,n,1100.0,1e+20,-412.729503350964,17017.797269226052,0.3386436145774597,9.416384191634448
ZrW_Co2_Sn2,n,1200.0,1e+20,-414.3239096707282,16361.887827871775,0.5184756677527134,6.500791987228495
ZrW_Co2_Sn2,n,1300.0,1e+20,-402.31756422918556,16187.611007969223,0.9424985928208333,3.6139603877437825
ZrW_Co2_Sn2,p,100.0,1e+16,948.4187134567616,1.6129520485212172,2.991596432696298e-06,48.49742486204385
ZrW_Co2_Sn2,p,200.0,1e+16,1059.458387771617,1.4567778170937107,5.633708209050752e-06,58.04927140511721
ZrW_Co2_Sn2,p,300.0,1e+16,1130.2132784544717,1.3722143091565642,7.428241726232937e-06,70.79098924550587
ZrW_Co2_Sn2,p,400.0,1e+16,1174.8303823651468,1.315358625184338,8.287804843968428e-06,87.6223690143868
ZrW_Co2_Sn2,p,500.0,1e+17,1007.649510778593,12.582634364500741,0.00010827926552556967,58.99500966282852
ZrW_Co2_Sn2,p,600.0,1e+18,828.5177860810167,119.24501305042948,0.0012098038298955288,40.59571480497285
ZrW_Co2_Sn2,p,700.0,1e+19,645.44603231982,1127.8110374419148,0.010382832664941272,31.67658805133578
ZrW_Co2_Sn2,p,800.0,1e+20,458.6593740380179,10646.788082125704,0.09641473822427742,18.58427906764194
ZrW_Co2_Sn2,p,900.0,1e+20,467.4581645113123,10063.164802272166,0.1029876837458547,19.216633296594075
ZrW_Co2_Sn2,p,1000.0,1e+20,473.22438582725954,9514.836469763895,0.13681380401318124,15.574196242311102
ZrW_Co2_Sn2,p,1100.0,-1e+20,-412.729503350964,17017.797269226052,0.3386436145774597,9.416384191634448
ZrW_Co2_Sn2,p,1200.0,-1e+20,-414.3239096707282,16361.887827871775,0.5184756677527134,6.500791987228495
ZrW_Co2_Sn2,p,1300.0,-1e+20,-402.31756422918556,16187.611007969223,0.9424985928208333,3.6139603877437825
ZrW_Fe2_As2,n,100.0,-1e+16,931.2366003905904,2.398744194210036,4.587936231977298e-06,45.3405346587081
ZrW_Fe2_As2,n,200.0,-1e+16,1022.3332388976313,2.4706945053180784,8.667276942316385e-06,59.58697433710618
ZrW_Fe2_As2,n,300.0,-1e+17,877.93397090632,24.267407281231286,0.0001286347030906604,43.62246403752545
ZrW_Fe2_As2,n,400.0,-1e+18,715.2546095582751,235.7745275680269,0.0017104828278479364,28.20716810893502
ZrW_Fe2_As2,n,500.0,-1e+19,544.1817543856646,2268.437424459903,0.0192063822030687,17.48796171485206
ZrW_Fe2_As2,n,600.0,-1e+19,558.7258751363547,2193.816872800767,0.033713220217895495,12.188463304804976
ZrW_Fe2_As2,n,700.0,-1e+20,384.5056602933178,20819.68601735332,0.2297687095053481,9.377494226098252
ZrW_Fe2_As2,n,800.0,-1e+20,396.4504389130545,20005.586269787014,0.29050634270486464,8.658914615124406
ZrW_Fe2_As2,n,900.0,-1e+20,400.16236371316444,19398.660560929042,0.4712309019836837,5.932707954881609
ZrW_Fe2_As2,n,1000.0,-1e+20,388.187180041934,19176.42980722258,0.933737812303332,3.0947472534208043
ZrW_Fe2_As2,n,1100.0,1e+20,-243.09395942682988,46392.05983205617,1.4608669700461692,2.064305671609218
ZrW_Fe2_As2,n,1200.0,1e+20,-238.33658453126063,46893.5276212902,2.200343229507508,1.4527307918847365
ZrW_Fe2_As2,n,1300.0,1e+20,-224.18544583011922,49036.716757402326,3.3872139007495754,0.9458819610052231
ZrW_Fe2_As2,p,100.0,1e+16,931.2366003905904,2.398744194210036,4.587936231977298e-06,45.3405346587081
ZrW_Fe2_As2,p,200.0,1e+16,1022.3332388976313,2.4706945053180784,8.667276942316385e-06,59.58697433710618
ZrW_Fe2_As2,p,300.0,1e+17,877.93397090632,24.267407281231286,0.0001286347030906604,43.62246403752545
ZrW_Fe2_As2,p,400.0,1e+18,715.2546095582751,235.7745275680269,0.0017104828278479364,28.20716810893502
ZrW_Fe2_As2,p,500.0,1e+19,544.1817543856646,2268.437424459903,0.0192063822030687,17.48796171485206
ZrW_Fe2_As2,p,600.0,1e+19,558.7258751363547,2193.816872800767,0.033713220217895495,12.188463304804976
ZrW_Fe2_As2,p,700.0,1e+20,384.5056602933178,20819.68601735332,0.2297687095053481,9.377494226098252
ZrW_Fe2_As2,p,800.0,1e+20,396.4504389130545,20005.586269787014,0.29050634270486464,8.658914615124406
ZrW_Fe2_As2,p,900.0,1e+20,400.16236371316444,19398.660560929042,0.4712309019836837,5.932707954881609
ZrW_Fe2_As2,p,1000.0,1e+20,388.187180041934,19176.42980722258,0.933737812303332,3.0947472534208043
ZrW_Fe2_As2,p,1100.0,-1e+20,-243.09395942682988,46392.05983205617,1.4608669700461692,2.064305671609218
ZrW_Fe2_As2,p,1200.0,-1e+20,-238.33658453126063,46893.5276212902,2.200343229507508,1.4527307918847365
ZrW_Fe2_As2,p,1300.0,-1e+20,-224.18544583011922,49036.716757402326,3.3872139007495754,0.9458819610052231
ZrW_Fe2_Bi2,n,100.0,-1e+16,890.2796641524204,2.3391919376001873,4.528926395946031e-06,40.93770597062711
ZrW_Fe2_Bi2,n,200.0,-1e+16,1000.1608726854982,2.273346131444899,9.115836616956022e-06,49.892900112836244
ZrW_Fe2_Bi2,n,300.0,-1e+17,868.383374108973,21.877265447996365,0.0001299067713697099,38.098291622294575
ZrW_Fe2_Bi2,n,400.0,-1e+18,710.6952868084782,209.5619743211113,0.0017243911417403647,24.55294325300952
ZrW_Fe2_Bi2,n,500.0,-1e+19,543.0760602061508,1976.5228159667704,0.01758852770901082,16.571570411226038
ZrW_Fe2_Bi2,n,600.0,-1e+19,552.9781833979888,1889.5518021201822,0.03962672857816638,8.74858524109017
ZrW_Fe2_Bi2,n,700.0,-1e+20,386.22642675947804,17466.09004180894,0.19599796731352045,9.30520916488736
ZrW_Fe2_Bi2,n,800.0,-1e+20,397.0454043657165,16546.83720876132,0.27612814468298313,7.557439054593351
ZrW_Fe2_Bi2,n,900.0,-1e+20,395.13556087184435,15945.936508887782,0.528516813945225,4.239610554787444
ZrW_Fe2_Bi2,n,1000.0,1e+20,-255.4588987209669,32427.332010289305,0.9390757166477198,2.253474660739061
ZrW_Fe2_Bi2,n,1100.0,1e+20,-245.37865906067964,32079.994163402236,1.539462067405988,1.3801667201566816
ZrW_Fe2_Bi2,n,1200.0,1e+20,-218.83336768718175,33397.01194660994,2.580991721909523,0.7435827977407468
ZrW_Fe2_Bi2,n,1300.0,1e+20,-181.72574847191154,36594.928294930076,4.069992823568151,0.3860144318773834
ZrW_Fe2_Bi2,p,100.0,1e+16,890.2796641524204,2.3391919376001873,4.528926395946031e-06,40.93770597062711
ZrW_Fe2_Bi2,p,200.0,1e+16,1000.1608726854982,2.273346131444899,9.115836616956022e-06,49.892900112836244
ZrW_Fe2_Bi2,p,300.0,1e+17,868.383374108973,21.877265447996365,0.0001299067713697099,38.098291622294575
ZrW_Fe2_Bi2,p,400.0,1e+18,710.6952868084782,209.5619743211113,0.0017243911417403647,24.55294325300952
ZrW_Fe2_Bi2,p,500.0,1e+19,543.0760602061508,1976.5228159667704,0.01758852770901082,16.571570411226038
ZrW_Fe2_Bi2,p,600.0,1e+19,552.9781833979888,1889.5518021201822,0.03962672857816638,8.74858524109017
ZrW_Fe2_Bi2,p,700.0,1e+20,386.22642675947804,17466.09004180894,0.19599796731352045,9.30520916488736
ZrW_Fe2_Bi2,p,800.0,1e+20,397.0454043657165,16546.83720876132,0.27612814468298313,7.557439054593351
ZrW_Fe2_Bi2,p,900.0,1e+20,395.13556087184435,15945.936508887782,0.528516813945225,4.239610554787444
ZrW_Fe2_Bi2,p,1000.0,-1e+20,-255.4588987209669,32427.332010289305,0.9390757166477198,2.253474660739061
ZrW_Fe2_Bi2,p,1100.0,-1e+20,-245.37865906067964,32079.994163402236,1.539462067405988,1.3801667201566816
ZrW_Fe2_Bi2,p,1200.0,-1e+20,-218.83336768718175,33397.01194660994,2.580991721909523,0.7435827977407468
ZrW_Fe2_Bi2,p,1300.0,-1e+20,-181.72574847191154,36594.928294930076,4.069992823568151,0.3860144318773834
ZrW_Fe2_Sb2,n,100.0,-1e+16,897.6269059333239,2.338591206090675,4.7048432397636155e-06,40.04984855845997
ZrW_Fe2_Sb2,n,200.0,-1e+16,1007.9926434713358,2.323575822694936,9.147913683333742e-06,51.615425465548846
ZrW_Fe2_Sb2,n,300.0,-1e+17,872.4142775021322,22.62801626756796,0.00013165543539961366,39.24410889791591
ZrW_Fe2_Sb2,n,400.0,-1e+18,712.7426809274278,217.6688204626512,0.0017704291761012937,24.982919565838014
ZrW_Fe2_Sb2,n,500.0,-1e+19,543.7325982314497,2073.8822725882146,0.01823558374238708,16.81145007815149
ZrW_Fe2_Sb2,n,600.0,-1e+19,554.3401660675439,1997.156813865954,0.038350004684394735,9.601756556163902
ZrW_Fe2_Sb2,n,700.0,-1e+20,385.3195454962327,18666.43502660342,0.20702394552217862,9.370891736449623
ZrW_Fe2_Sb2,n,800.0,-1e+20,396.62224127723647,17763.309632509103,0.27627218008184024,8.091533696197395
ZrW_Fe2_Sb2,n,900.0,-1e+20,397.3131250818955,17134.29481463434,0.4872821607366764,4.995673612200303
ZrW_Fe2_Sb2,n,1000.0,-1e+20,378.03732948862165,16981.963126409624,1.0090569577101782,2.4051467799131467
ZrW_Fe2_Sb2,n,1100.0,1e+20,-234.6567048155532,42200.46175482417,1.455156088588498,1.7565731614055913
ZrW_Fe2_Sb2,n,1200.0,1e+20,-227.98735913182418,42559.06196606707,2.2038928763584846,1.204493187832654
ZrW_Fe2_Sb2,n,1300.0,1e+20,-211.27318175790677,44641.27610579791,3.3769732486256956,0.767080739701986
ZrW_Fe2_Sb2,p,100.0,1e+16,897.6269059333239,2.338591206090675,4.7048432397636155e-06,40.04984855845997
ZrW_Fe2_Sb2,p,200.0,1e+16,1007.9926434713358,2.323575822694936,9.147913683333742e-06,51.615425465548846
ZrW_Fe2_Sb2,p,300.0,1e+17,872.4142775021322,22.62801626756796,0.00013165543539961366,39.24410889791591
ZrW_Fe2_Sb2,p,400.0,1e+18,712.7426809274278,217.6688204626512,0.0017704291761012937,24.982919565838014
ZrW_Fe2_Sb2,p,500.0,1e+19,543.7325982314497,2073.8822725882146,0.01823558374238708,16.81145007815149
ZrW_Fe2_Sb2,p,600.0,1e+19,554.3401660675439,1997.156813865954,0.038350004684394735,9.601756556163902
ZrW_Fe2_Sb2,p,700.0,1e+20,385.3195454962327,18666.43502660342,0.20702394552217862,9.370891736449623
ZrW_Fe2_Sb2,p,800.0,1e+20,396.62224127723647,17763.309632509103,0.27627218008184024,8.091533696197395
ZrW_Fe2_Sb2,p,900.0,1e+20,397.3131250818955,17134.29481463434,0.4872821607366764,4.995673612200303
ZrW_Fe2_Sb2,p,1000.0,1e+20,378.03732948862165,16981.963126409624,1.0090569577101782,2.4051467799131467
