phase,family,alloy,quantity,value_reference,value_mace,error_exact,error_linear,exact_ci_low,exact_ci_high,linear_ci_low,linear_ci_high,linear_minus_exact,relative_difference_percent,unit,error_type
I-42d,X1X2Y2Z2,ScNb_Ni2_Ge2,gamma,,1.997202665378986,0.5971214218425642,0.5971214218425642,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ScNb_Ni2_Sn2,gamma,,1.5730521842901313,0.6929146750907248,0.6929146750907248,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ScNb_Pt2_Ge2,gamma,,2.662726517123294,1.5428018294492414,1.5428018294492414,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ScNb_Rh2_Sb2,gamma,,4.503104873784913,1.4088662900179734,1.4088662900179734,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ScTa_Co2_As2,gamma,,2.0648294262134326,0.6528025029363648,0.6528025029363648,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ScTa_Co2_Sb2,gamma,,2.2622004670621663,0.7120377933941567,0.7120377933941567,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ScTa_Ir2_As2,gamma,,2.3983676058010728,1.2312744677206662,1.2312744677206662,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ScTa_Ir2_Sb2,gamma,,1.992080539591448,1.1199175372985182,1.1199175372985182,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ScTa_Ni2_Ge2,gamma,,2.4137346667730384,0.6396117379957393,0.6396117379957393,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ScTa_Ni2_Sn2,gamma,,2.5183580976699025,1.2898083768396074,1.2898083768396074,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ScTa_Rh2_As2,gamma,,2.193557101884734,0.7098228436559507,0.7098228436559507,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ScV_Co2_As2,gamma,,1.6244177782342883,0.6528729462821801,0.6528729462821801,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ScV_Co2_Sb2,gamma,,1.6208613485940877,1.0719386102208042,1.0719386102208042,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ScV_Ni2_Ge2,gamma,,1.5498948305203715,0.5152675668580695,0.5152675668580695,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ScV_Ni2_Sn2,gamma,,1.9446784179410126,0.5910610806812115,0.5910610806812115,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ScV_Pt2_Ge2,gamma,,2.393930441846024,0.737487295655865,0.737487295655865,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ScV_Rh2_As2,gamma,,0.8373821805299805,0.6679927757714851,0.6679927757714851,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ScV_Rh2_Bi2,gamma,,2.2169278142136313,1.2390233789184704,1.2390233789184704,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,TiCr_Co2_Ge2,gamma,,1.6962385040430832,0.34860002411836466,0.34860002411836466,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,TiCr_Ir2_Sn2,gamma,,1.6654859137944409,1.4821770905351608,1.4821770905351608,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,TiMo_Co2_Ge2,gamma,,1.7024720371562079,0.45111034808099254,0.45111034808099254,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,TiMo_Fe2_As2,gamma,,2.1696141416622026,0.6072591822698727,0.6072591822698727,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,TiMo_Fe2_Sb2,gamma,,1.9088325569714748,1.1748521058967325,1.1748521058967325,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,TiMo_Ir2_Ge2,gamma,,1.529377500333491,0.8025429323170906,0.8025429323170906,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,TiMo_Ni2_Ga2,gamma,,1.57620017299888,0.45717233590212397,0.45717233590212397,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,TiMo_Os2_Sb2,gamma,,2.9680895926923214,1.6858011442626257,1.6858011442626257,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,TiMo_Pt2_Ga2,gamma,,1.6011557441325242,0.8670958133845246,0.8670958133845246,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,TiMo_Rh2_Ge2,gamma,,1.4857077584439295,0.42741998559370586,0.42741998559370586,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,TiMo_Rh2_Sn2,gamma,,2.6799742395151385,1.0570914706494015,1.0570914706494015,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,TiMo_Ru2_As2,gamma,,2.159007691711418,0.3842664645345977,0.3842664645345977,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,TiMo_Ru2_Sb2,gamma,,3.5265982330037344,1.2823091709094463,1.2823091709094463,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,TiW_Co2_Ge2,gamma,,2.042387167948894,0.48910035929318585,0.48910035929318585,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,TiW_Co2_Sn2,gamma,,2.4123437581388356,0.9814376052406014,0.9814376052406014,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,TiW_Fe2_As2,gamma,,2.3594775984630503,0.3203379507813543,0.3203379507813543,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,TiW_Fe2_Sb2,gamma,,2.956111840934876,1.4211010830947932,1.4211010830947932,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,TiW_Ir2_Ge2,gamma,,2.439003443270491,0.7286137238161929,0.7286137238161929,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,TiW_Ir2_Sn2,gamma,,2.3285809378615534,1.5736497435658559,1.5736497435658559,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,TiW_Os2_Sb2,gamma,,2.9729669764693694,1.30901458757324,1.30901458757324,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,TiW_Pt2_Ga2,gamma,,2.4592487435185606,1.3185283152298182,1.3185283152298182,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,TiW_Rh2_Ge2,gamma,,1.9803404947551957,0.6720028526202525,0.6720028526202525,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,TiW_Ru2_As2,gamma,,2.091190262683388,1.0872017474226592,1.0872017474226592,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,YNb_Co2_Sb2,gamma,,1.8834004671737639,1.082900470448787,1.082900470448787,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,YNb_Ni2_Ge2,gamma,,1.9704594018854409,0.559760833014374,0.559760833014374,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,YNb_Ni2_Sn2,gamma,,2.4680874928598415,0.6376650785624143,0.6376650785624143,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,YNb_Pd2_Ge2,gamma,,2.399109154721495,1.348247418355702,1.348247418355702,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,YNb_Pt2_Sn2,gamma,,3.805587134672932,1.8429714818087148,1.8429714818087148,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,YNb_Rh2_As2,gamma,,2.365056486792575,1.880586691121772,1.880586691121772,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,YTa_Ni2_Ge2,gamma,,1.5968784580476072,0.39221268017333866,0.39221268017333866,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,YTa_Ni2_Sn2,gamma,,2.6716785941091183,1.581499469307453,1.581499469307453,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,YTa_Pd2_Sn2,gamma,,2.475877475685975,1.5856566349980679,1.5856566349980679,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,YTa_Pt2_Sn2,gamma,,3.0271823931114215,2.644716340777959,2.644716340777959,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,YTa_Rh2_As2,gamma,,3.2104589526294247,2.046138990760185,2.046138990760185,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,YV_Co2_Sb2,gamma,,2.1019390488413454,0.5746954058435948,0.5746954058435948,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,YV_Pt2_Ge2,gamma,,3.702088575165167,1.4633469294964465,1.4633469294964465,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,YV_Rh2_As2,gamma,,2.313430247267781,0.8441253851210923,0.8441253851210923,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ZrCr_Co2_Ge2,gamma,,2.364291947394834,0.3452947312084212,0.3452947312084212,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ZrCr_Ir2_Ge2,gamma,,2.783236584065778,0.5711588490520905,0.5711588490520905,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ZrCr_Ru2_Sb2,gamma,,3.9516847152361323,1.101798739951777,1.101798739951777,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ZrMo_Co2_Ge2,gamma,,2.043109017782022,0.7155957293584747,0.7155957293584747,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ZrMo_Fe2_Sb2,gamma,,2.2617200739151166,0.704734708155568,0.704734708155568,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ZrMo_Ir2_Ge2,gamma,,1.4615294608157263,0.5162186938503575,0.5162186938503575,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ZrMo_Ni2_Ga2,gamma,,1.5880923168228014,0.44133519530280624,0.44133519530280624,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ZrMo_Rh2_Ge2,gamma,,2.033232435040809,0.6929970533855285,0.6929970533855285,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ZrMo_Rh2_Sn2,gamma,,2.2350428787829086,1.6422971568676508,1.6422971568676508,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ZrMo_Ru2_As2,gamma,,1.6649093642907382,0.7879449605073507,0.7879449605073507,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ZrW_Co2_Ge2,gamma,,2.677316972058921,0.44083867752592254,0.44083867752592254,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ZrW_Ir2_Sn2,gamma,,2.8505185872312775,2.548657871381806,2.548657871381806,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,ZrW_Os2_Sb2,gamma,,2.54807809087845,0.8583986597555422,0.8583986597555422,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Hf2_CoCu_Ge2,gamma,,2.1373582160931743,0.24022264793292608,0.24022264793292608,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Hf2_FeNi_As2,gamma,,1.479345828510425,0.9057697365577015,0.9057697365577015,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Hf2_FeNi_Bi2,gamma,,2.770256162237593,2.24691900094328,2.24691900094328,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Hf2_FeNi_Sb2,gamma,,1.802059303799113,1.055420196069764,1.055420196069764,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Hf2_FePd_Bi2,gamma,,0.6538942136630753,0.6814241861617992,0.6814241861617992,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Hf2_OsNi_As2,gamma,,3.1979410007144073,1.7919815592937929,1.7919815592937929,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Hf2_OsPd_As2,gamma,,3.1523199904559904,0.9492970021764645,0.9492970021764645,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Hf2_OsPd_Sb2,gamma,,3.8108682858369627,1.6910099990431553,1.6910099990431553,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Hf2_RhAu_Sn2,gamma,,2.435382619441506,1.26387834505642,1.26387834505642,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Hf2_RhCu_Ge2,gamma,,1.9707557391827173,1.311323046638395,1.311323046638395,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Hf2_RuNi_As2,gamma,,1.9650404738560066,1.2786533450044562,1.2786533450044562,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Hf2_RuNi_Bi2,gamma,,1.6203874570763925,1.2674999175891672,1.2674999175891672,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Hf2_RuNi_Sb2,gamma,,3.9417356908379744,1.5843406520846754,1.5843406520846754,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Hf2_RuPd_As2,gamma,,3.3268492871353166,1.0129114313027505,1.0129114313027505,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Hf2_RuPt_As2,gamma,,2.8900197067740416,1.8820117021623057,1.8820117021623057,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Nb2_CoAu_Al2,gamma,,2.8156555362575237,0.9784518486075451,0.9784518486075451,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Nb2_CoCu_Ga2,gamma,,2.0503475338193673,0.588018019575013,0.588018019575013,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Nb2_CoCu_In2,gamma,,1.5971072028276816,1.0480749644932603,1.0480749644932603,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Nb2_FeNi_Ge2,gamma,,2.202060396152645,0.5455872662777024,0.5455872662777024,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Nb2_FeNi_Sn2,gamma,,1.6343357493000095,0.805363758990923,0.805363758990923,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Nb2_FePd_Ge2,gamma,,2.5390165022550453,0.46395427388916344,0.46395427388916344,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Nb2_FePt_Ge2,gamma,,2.2897298745345847,1.037065422838191,1.037065422838191,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Nb2_FePt_Sn2,gamma,,2.9697736858285375,2.4758984415515184,2.4758984415515184,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Nb2_IrAu_In2,gamma,,4.37970602422743,2.4045475194271395,2.4045475194271395,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Nb2_OsNi_Ge2,gamma,,2.3085103387274173,0.46119026463361235,0.46119026463361235,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Nb2_OsNi_Sn2,gamma,,1.8941764465682152,1.6192287537257073,1.6192287537257073,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Nb2_OsPd_Ge2,gamma,,2.633980612662179,2.135848609904419,2.135848609904419,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Nb2_OsPd_Sn2,gamma,,2.90311726947856,0.9672783751554078,0.9672783751554078,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Nb2_OsPt_Ge2,gamma,,0.8749344956919899,0.7245385781087361,0.7245385781087361,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Nb2_RhCu_Ga2,gamma,,1.8876265711134448,0.9901483857168355,0.9901483857168355,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Nb2_RuNi_Ge2,gamma,,2.325214109571384,0.5516184085474937,0.5516184085474937,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Nb2_RuNi_Sn2,gamma,,1.9914592968454023,1.9368037942362328,1.9368037942362328,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Nb2_RuPd_Ge2,gamma,,2.5910989091751992,1.3618295678516252,1.3618295678516252,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Nb2_RuPd_Sn2,gamma,,2.4648041932924447,1.25326545431522,1.25326545431522,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Nb2_RuPt_Ge2,gamma,,2.321182118805401,1.7941975314574659,1.7941975314574659,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Sc2_CoAu_Sb2,gamma,,4.790420534729553,1.3621064529798883,1.3621064529798883,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Sc2_IrCu_Sb2,gamma,,5.155162036654677,1.5838284470161361,1.5838284470161361,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Sc2_RhAu_Bi2,gamma,,1.8653358065950143,1.547366499762233,1.547366499762233,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Sc2_RhCu_Sb2,gamma,,1.4065038753944712,0.7477336131280786,0.7477336131280786,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ta2_FeNi_Ge2,gamma,,1.8771293331456487,0.8022841257153824,0.8022841257153824,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ta2_FeNi_Sn2,gamma,,1.1576215580701796,0.667963392014075,0.667963392014075,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ta2_FePd_Sn2,gamma,,2.1323743542786295,1.4038199727737528,1.4038199727737528,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ta2_FePt_Ge2,gamma,,3.0527448784505817,0.4073699259177145,0.4073699259177145,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ta2_IrAu_Al2,gamma,,0.7213233657330359,0.7795719584364729,0.7795719584364729,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ta2_OsNi_Ge2,gamma,,2.4662684322156023,1.2980268879598427,1.2980268879598427,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ta2_OsPt_Ge2,gamma,,3.9922352269560095,1.1400299993087741,1.1400299993087741,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ta2_RhAu_Ga2,gamma,,2.2118319704174914,1.6747820356553846,1.6747820356553846,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ta2_RuNi_Ge2,gamma,,1.4037119476892932,0.9548919042862608,0.9548919042862608,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ta2_RuNi_Sn2,gamma,,2.028605897455002,1.4517821586974626,1.4517821586974626,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ta2_RuPd_Ge2,gamma,,2.5279693989154346,1.0293793401742013,1.0293793401742013,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ti2_CoAu_Ge2,gamma,,1.7531780265100836,0.9642688488342719,0.9642688488342719,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ti2_CoAu_Sn2,gamma,,3.5515883637786225,2.1906036778195443,2.1906036778195443,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ti2_CoCu_Sn2,gamma,,2.298542279572125,1.0034916241336005,1.0034916241336005,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ti2_FeNi_As2,gamma,,1.7525903918252894,0.31835721840835945,0.31835721840835945,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ti2_FePd_As2,gamma,,2.3276974351346644,0.6799351271956158,0.6799351271956158,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ti2_FePt_As2,gamma,,2.0343078716375667,0.5836466570367043,0.5836466570367043,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ti2_FePt_Sb2,gamma,,2.5281285583281097,1.28883145056171,1.28883145056171,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ti2_IrAu_Ge2,gamma,,1.9818200263122894,1.859315774572172,1.859315774572172,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ti2_IrCu_Ge2,gamma,,2.481788764737808,0.686451121550443,0.686451121550443,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ti2_IrCu_Sn2,gamma,,2.3115826659657164,0.2175871223089245,0.2175871223089245,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ti2_OsNi_As2,gamma,,1.797225504836701,0.713022587957893,0.713022587957893,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ti2_OsNi_Sb2,gamma,,2.798166121581737,1.4390262784733991,1.4390262784733991,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ti2_OsPd_As2,gamma,,2.198540005605609,0.9838383486693866,0.9838383486693866,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ti2_OsPt_As2,gamma,,1.976255280129361,1.5119638798259694,1.5119638798259694,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ti2_RhAu_Ge2,gamma,,1.6659945427397467,1.0078715134641325,1.0078715134641325,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ti2_RhAu_Sn2,gamma,,2.6993485573358136,1.3090134998808391,1.3090134998808391,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ti2_RhCu_Ge2,gamma,,2.2661157833267027,1.2289985422903678,1.2289985422903678,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ti2_RuNi_As2,gamma,,1.6914508820675713,0.6200505825477717,0.6200505825477717,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ti2_RuNi_Sb2,gamma,,2.7213848023118246,0.8610385641380155,0.8610385641380155,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ti2_RuPd_As2,gamma,,1.3234211847484154,0.8025912361536166,0.8025912361536166,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ti2_RuPd_Sb2,gamma,,3.368274098350388,0.9445452579418456,0.9445452579418456,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Ti2_RuPt_As2,gamma,,1.688198732872999,0.752312576705756,0.752312576705756,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,V2_FeNi_Ge2,gamma,,2.0284826102727003,0.6023945435731697,0.6023945435731697,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
