phase,family,alloy,quantity,value_reference,value_mace,error_exact,error_linear,exact_ci_low,exact_ci_high,linear_ci_low,linear_ci_high,linear_minus_exact,relative_difference_percent,unit,error_type
I-42d,X2Y1Y2Z2,V2_FePd_Ge2,gamma,,1.8321590067567595,0.3880678514525171,0.3880678514525171,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,V2_FePt_Ge2,gamma,,1.4050321038792646,0.6886211258057741,0.6886211258057741,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,V2_OsNi_Ge2,gamma,,1.4753744078009836,0.4321121781572849,0.4321121781572849,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,V2_OsPd_Ge2,gamma,,2.011181599008451,0.12130278738169062,0.12130278738169062,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,V2_OsPt_Ge2,gamma,,2.0656984101580855,1.386398600744057,1.386398600744057,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,V2_RuNi_Ge2,gamma,,1.2628070471035,0.6769294070632725,0.6769294070632725,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,V2_RuNi_Sn2,gamma,,1.9817308303971934,0.33415634543378314,0.33415634543378314,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,V2_RuPd_Ge2,gamma,,1.394845799958516,0.4455201946733589,0.4455201946733589,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,V2_RuPt_Ge2,gamma,,1.883776135861656,1.498085854206821,1.498085854206821,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Y2_CoAu_Sb2,gamma,,5.226942480324091,0.9617419438062947,0.9617419438062947,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Zr2_CoAu_Ge2,gamma,,2.6451296934128274,1.5405247503726882,1.5405247503726882,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Zr2_CoCu_Ge2,gamma,,2.3970815225225692,0.8280613102312622,0.8280613102312622,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Zr2_CoCu_Sn2,gamma,,2.463552924787002,0.887172099031873,0.887172099031873,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Zr2_FeNi_Sb2,gamma,,2.015712266359708,0.6769851672334309,0.6769851672334309,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Zr2_IrAu_Ge2,gamma,,2.745253354354511,0.3860643427286771,0.3860643427286771,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Zr2_IrCu_Sn2,gamma,,3.457720255951672,1.5757024890488136,1.5757024890488136,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Zr2_OsNi_Sb2,gamma,,4.9743805857509376,1.8805246071073525,1.8805246071073525,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Zr2_RhCu_Ge2,gamma,,1.93112082358473,0.891930447663594,0.891930447663594,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Zr2_RuNi_As2,gamma,,2.7164898954850227,0.4325419715652453,0.4325419715652453,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Zr2_RuNi_Sb2,gamma,,1.844767794913015,1.0800567985598586,1.0800567985598586,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Zr2_RuPd_As2,gamma,,2.702938891826965,1.8290909539241471,1.8290909539241471,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Zr2_RuPt_As2,gamma,,2.3906267200899323,1.853026609341309,1.853026609341309,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X2Y1Y2Z2,Zr2_RuPt_Sb2,gamma,,3.2969454344199844,0.8023626129057029,0.8023626129057029,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
Pmn21,X2Y2Z1Z2,Hf2_Ni2_AlSb,gamma,,2.3900099481050505,0.3724915732887445,0.3724915732887445,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
Pmn21,X2Y2Z1Z2,Hf2_Ni2_GaAs,gamma,,1.0277450562527033,0.6680375148460594,0.6680375148460594,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
Pmn21,X2Y2Z1Z2,Hf2_Ni2_GaSb,gamma,,0.859780324403582,0.6669071297729181,0.6669071297729181,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
Pmn21,X2Y2Z1Z2,Hf2_Pt2_AlSb,gamma,,3.8084518442596718,2.368312632652813,2.368312632652813,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
Pmn21,X2Y2Z1Z2,Nb2_Rh2_GaAs,gamma,,2.2696930914389712,0.4153823761550949,0.4153823761550949,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
Pmn21,X2Y2Z1Z2,Nb2_Rh2_GaSb,gamma,,3.0211003200676076,1.280336367294331,1.280336367294331,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
Pmn21,X2Y2Z1Z2,Sc2_Cu2_GaBi,gamma,,1.3644046775709076,0.807647328238686,0.807647328238686,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
Pmn21,X2Y2Z1Z2,Sc2_Cu2_GaSb,gamma,,2.21151303927456,1.5417921732985695,1.5417921732985695,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
Pmn21,X2Y2Z1Z2,Ti2_Ni2_AlAs,gamma,,1.0990168554673296,0.8139911538470325,0.8139911538470325,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
Pmn21,X2Y2Z1Z2,Ti2_Pd2_AlSb,gamma,,1.2991283782026808,0.7249631637731918,0.7249631637731918,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
Pmn21,X2Y2Z1Z2,Ti2_Pd2_GaSb,gamma,,2.266852736876939,0.81087879109954,0.81087879109954,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
Pmn21,X2Y2Z1Z2,Zr2_Ni2_AlAs,gamma,,1.6906619824185547,0.5612469800092331,0.5612469800092331,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
Pmn21,X2Y2Z1Z2,Zr2_Ni2_AlBi,gamma,,2.248668637030009,1.6485755748277298,1.6485755748277298,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
Pmn21,X2Y2Z1Z2,Zr2_Ni2_AlSb,gamma,,1.7729504411487365,0.9323306549240524,0.9323306549240524,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
Pmn21,X2Y2Z1Z2,Zr2_Ni2_GaAs,gamma,,1.9324701873538046,0.5406883676131125,0.5406883676131125,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
Pmn21,X2Y2Z1Z2,Zr2_Ni2_GaBi,gamma,,3.4627535965074356,1.0919529436649298,1.0919529436649298,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
Pmn21,X2Y2Z1Z2,Zr2_Ni2_GaSb,gamma,,1.2365201756168858,0.9908942848437106,0.9908942848437106,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
Pmn21,X2Y2Z1Z2,Zr2_Pd2_InSb,gamma,,4.32429170654123,1.8142629438891718,1.8142629438891718,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
Pmn21,X2Y2Z1Z2,Zr2_Pt2_GaAs,gamma,,2.2158771282895118,1.3977984266125114,1.3977984266125114,,,,,0.0,0.0,dimensionless,saved_EOS_uncertainty_per_compound
I-42d,X1X2Y2Z2,HfCr_Co2_Ge2,kappa_slack,,4.389715648492373,6.13256526230818,6.13256526230818,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,HfCr_Ir2_Ge2,kappa_slack,,1.431282629160001,1.525890927028968,1.525890927028968,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,HfMo_Co2_Ge2,kappa_slack,,2.238589323819886,2.053644941153732,2.053644941153732,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,HfMo_Co2_Sn2,kappa_slack,,2.0383424734823516,1.9684161935670534,1.9684161935670534,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,HfMo_Fe2_Sb2,kappa_slack,,5.125407808178228,7.560647238670536,7.560647238670536,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,HfMo_Ir2_Ge2,kappa_slack,,1.7856893906812155,1.9342085730798548,1.9342085730798548,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,HfMo_Ni2_Ga2,kappa_slack,,2.7897649266393914,3.0887261064283225,3.0887261064283225,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,HfMo_Os2_Sb2,kappa_slack,,1.5865940061967774,1.4918496186125196,1.4918496186125196,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,HfMo_Pt2_Ga2,kappa_slack,,1.7021792001958211,1.8534332644674132,1.8534332644674132,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,HfMo_Rh2_Ge2,kappa_slack,,2.2976467008149646,2.5501046246153654,2.5501046246153654,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,HfMo_Rh2_Sn2,kappa_slack,,3.114960535636411,4.037922388241384,4.037922388241384,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,HfMo_Ru2_As2,kappa_slack,,1.6669249927890173,1.7522778288633938,1.7522778288633938,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,HfW_Co2_Ge2,kappa_slack,,2.2804108774621556,2.159775010085294,2.159775010085294,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,HfW_Co2_Sn2,kappa_slack,,3.3429568918592305,3.8537709172643853,3.8537709172643853,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,HfW_Ir2_Ge2,kappa_slack,,0.5793243828281206,0.45697390526885884,0.45697390526885884,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,HfW_Os2_Sb2,kappa_slack,,3.3232201280776863,4.1315286451218025,4.1315286451218025,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,HfW_Ru2_As2,kappa_slack,,1.2133965283464432,1.171569344901589,1.171569344901589,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,HfW_Ru2_Sb2,kappa_slack,,0.9510036303019855,0.8065015807350621,0.8065015807350621,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ScNb_Co2_As2,kappa_slack,,2.1250552122857247,1.7867658508111146,1.7867658508111146,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ScNb_Co2_Sb2,kappa_slack,,1.5227518601991954,1.1718288086068227,1.1718288086068227,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ScNb_Cu2_Ga2,kappa_slack,,3.992209914958034,5.672152088247707,5.672152088247707,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ScNb_Ir2_As2,kappa_slack,,1.4709739137623843,1.4779108410130752,1.4779108410130752,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ScNb_Ir2_Bi2,kappa_slack,,1.363977910941303,1.5128942458328254,1.5128942458328254,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ScNb_Ir2_Sb2,kappa_slack,,1.1513643115673136,0.9681222220699126,0.9681222220699126,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ScNb_Ni2_Ge2,kappa_slack,,3.1979879410319,3.3131798184578964,3.3131798184578964,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ScNb_Ni2_Sn2,kappa_slack,,4.866962616275987,6.30566869326509,6.30566869326509,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ScNb_Pt2_Ge2,kappa_slack,,1.0640700863092378,0.9570068808490122,0.9570068808490122,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ScNb_Rh2_Sb2,kappa_slack,,0.47637985200676114,0.3033504709498301,0.3033504709498301,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ScTa_Co2_As2,kappa_slack,,2.988021001635309,3.0360137251526966,3.0360137251526966,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ScTa_Co2_Sb2,kappa_slack,,2.4839947015440456,2.370185967194027,2.370185967194027,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ScTa_Ir2_As2,kappa_slack,,1.209345513010965,1.191689361434939,1.191689361434939,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ScTa_Ir2_Sb2,kappa_slack,,2.3505294047472143,2.611475933444245,2.611475933444245,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ScTa_Ni2_Ge2,kappa_slack,,2.1240200780471215,1.8994291379219146,1.8994291379219146,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ScTa_Ni2_Sn2,kappa_slack,,1.9099393728205478,1.681067324237691,1.681067324237691,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ScTa_Rh2_As2,kappa_slack,,1.5607363539589048,1.5847941764656446,1.5847941764656446,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ScV_Co2_As2,kappa_slack,,4.986733011507937,6.1889182388417945,6.1889182388417945,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ScV_Co2_Sb2,kappa_slack,,4.014960219645153,5.070215192576433,5.070215192576433,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ScV_Ni2_Ge2,kappa_slack,,4.762034490147231,6.193259969370791,6.193259969370791,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ScV_Ni2_Sn2,kappa_slack,,2.5226402925457916,2.729744389762547,2.729744389762547,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ScV_Pt2_Ge2,kappa_slack,,1.184903006928179,1.1481157927691705,1.1481157927691705,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ScV_Rh2_As2,kappa_slack,,11.272329179130615,26.536211813954505,26.536211813954505,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ScV_Rh2_Bi2,kappa_slack,,0.8326695689469712,0.9168844026072542,0.9168844026072542,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,TiCr_Co2_Ge2,kappa_slack,,3.6056857866905743,4.329149320817808,4.329149320817808,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,TiCr_Ir2_Sn2,kappa_slack,,1.85017962967008,2.4333231537582263,2.4333231537582263,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,TiMo_Co2_Ge2,kappa_slack,,4.826771434034945,5.745730790857723,5.745730790857723,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,TiMo_Fe2_As2,kappa_slack,,3.2476169276042928,3.10357872749268,3.10357872749268,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,TiMo_Fe2_Sb2,kappa_slack,,2.799035982574717,3.0798424565282976,3.0798424565282976,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,TiMo_Ir2_Ge2,kappa_slack,,3.592635067868676,4.895443148645406,4.895443148645406,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,TiMo_Ni2_Ga2,kappa_slack,,4.407175547199829,5.66753791397921,5.66753791397921,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,TiMo_Os2_Sb2,kappa_slack,,1.1007322990874728,0.9116370782377979,0.9116370782377979,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,TiMo_Pt2_Ga2,kappa_slack,,2.8325699898697905,3.7408560682466967,3.7408560682466967,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,TiMo_Rh2_Ge2,kappa_slack,,4.22058406436456,5.801830047262651,5.801830047262651,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,TiMo_Rh2_Sn2,kappa_slack,,1.117638497611614,0.9794017170818122,0.9794017170818122,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,TiMo_Ru2_As2,kappa_slack,,1.8279445420195561,1.836293961669139,1.836293961669139,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,TiMo_Ru2_Sb2,kappa_slack,,0.7024189063256463,0.5136232720818664,0.5136232720818664,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,TiW_Co2_Ge2,kappa_slack,,3.229494873524,3.3001692019395223,3.3001692019395223,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,TiW_Co2_Sn2,kappa_slack,,1.9308300694256297,1.7644024763930362,1.7644024763930362,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,TiW_Fe2_As2,kappa_slack,,2.7142714761519575,2.4400410778684,2.4400410778684,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,TiW_Fe2_Sb2,kappa_slack,,1.2402622945592225,0.9802955916042781,0.9802955916042781,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,TiW_Ir2_Ge2,kappa_slack,,1.4097140387138651,1.3435680865404342,1.3435680865404342,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,TiW_Ir2_Sn2,kappa_slack,,1.4453177027479889,1.45502124438437,1.45502124438437,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,TiW_Os2_Sb2,kappa_slack,,1.0608407346116349,0.8942704754544476,0.8942704754544476,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,TiW_Pt2_Ga2,kappa_slack,,1.2239781490457073,1.1762758355042549,1.1762758355042549,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,TiW_Rh2_Ge2,kappa_slack,,2.3327138413961293,2.5271260770570487,2.5271260770570487,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,TiW_Ru2_As2,kappa_slack,,1.8272535264037866,1.9130543648421394,1.9130543648421394,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,YNb_Co2_Sb2,kappa_slack,,3.33028424638926,3.7027630482209193,3.7027630482209193,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,YNb_Ni2_Ge2,kappa_slack,,2.875500272474145,3.049417915427602,3.049417915427602,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,YNb_Ni2_Sn2,kappa_slack,,1.7713196983012613,1.5904586658615096,1.5904586658615096,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,YNb_Pd2_Ge2,kappa_slack,,1.1143536339842313,1.070725026854726,1.070725026854726,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,YNb_Pt2_Sn2,kappa_slack,,0.5823058440133094,0.4373316078537957,0.4373316078537957,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,YNb_Rh2_As2,kappa_slack,,1.4750761015087237,1.3976339717337776,1.3976339717337776,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,YTa_Ni2_Ge2,kappa_slack,,4.029439663024689,5.190361748669289,5.190361748669289,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,YTa_Ni2_Sn2,kappa_slack,,1.4809179913668433,1.2733887770666399,1.2733887770666399,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,YTa_Pd2_Sn2,kappa_slack,,1.2078330194227482,1.1573630880874843,1.1573630880874843,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,YTa_Pt2_Sn2,kappa_slack,,0.9200647975234356,0.7891816554805755,0.7891816554805755,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,YTa_Rh2_As2,kappa_slack,,0.7002242695321591,0.5600964692574757,0.5600964692574757,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,YV_Co2_Sb2,kappa_slack,,2.092859563218722,2.1422182305248474,2.1422182305248474,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,YV_Pt2_Ge2,kappa_slack,,0.46712421259387843,0.3583526271463494,0.3583526271463494,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,YV_Rh2_As2,kappa_slack,,1.4361144881135195,1.3806688908983737,1.3806688908983737,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ZrCr_Co2_Ge2,kappa_slack,,1.7349192132200062,1.5813858998366572,1.5813858998366572,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ZrCr_Ir2_Ge2,kappa_slack,,0.9079804793215877,0.7982480597924639,0.7982480597924639,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ZrCr_Ru2_Sb2,kappa_slack,,0.41280499240218327,0.2996274087622947,0.2996274087622947,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ZrMo_Co2_Ge2,kappa_slack,,3.066791509008906,3.1295688001254702,3.1295688001254702,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ZrMo_Fe2_Sb2,kappa_slack,,1.972861731109897,1.9019501892621264,1.9019501892621264,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ZrMo_Ir2_Ge2,kappa_slack,,3.9552975884347816,5.62423247902412,5.62423247902412,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ZrMo_Ni2_Ga2,kappa_slack,,4.218692369628823,5.41401758247189,5.41401758247189,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ZrMo_Rh2_Ge2,kappa_slack,,2.2830461113304823,2.406791455697075,2.406791455697075,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ZrMo_Rh2_Sn2,kappa_slack,,1.80461758908207,1.7966496792693891,1.7966496792693891,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ZrMo_Ru2_As2,kappa_slack,,2.980246974406921,3.7407406471449764,3.7407406471449764,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ZrW_Co2_Ge2,kappa_slack,,1.7210624756214707,1.4289119568534732,1.4289119568534732,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ZrW_Ir2_Sn2,kappa_slack,,1.1714745315557535,1.0192086484541454,1.0192086484541454,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X1X2Y2Z2,ZrW_Os2_Sb2,kappa_slack,,1.5982244562365233,1.4791624568404516,1.4791624568404516,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X2Y1Y2Z2,Hf2_CoCu_Ge2,kappa_slack,,1.8986567787613504,1.951538097358502,1.951538097358502,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X2Y1Y2Z2,Hf2_FeNi_As2,kappa_slack,,4.628706998107687,6.41693709558384,6.41693709558384,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X2Y1Y2Z2,Hf2_FeNi_Bi2,kappa_slack,,1.0062161544534292,0.9135499763330613,0.9135499763330613,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X2Y1Y2Z2,Hf2_FeNi_Sb2,kappa_slack,,3.465533606513999,4.064922915387217,4.064922915387217,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X2Y1Y2Z2,Hf2_FePd_Bi2,kappa_slack,,14.352249360570779,43.44900031349754,43.44900031349754,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X2Y1Y2Z2,Hf2_OsNi_As2,kappa_slack,,0.7705092023743646,0.6245643013211313,0.6245643013211313,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X2Y1Y2Z2,Hf2_OsPd_As2,kappa_slack,,0.6444658429686005,0.5506651018206463,0.5506651018206463,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X2Y1Y2Z2,Hf2_OsPd_Sb2,kappa_slack,,0.5761867811593485,0.44011987890447246,0.44011987890447246,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X2Y1Y2Z2,Hf2_RhAu_Sn2,kappa_slack,,1.2189456328449197,1.213387055840469,1.213387055840469,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X2Y1Y2Z2,Hf2_RhCu_Ge2,kappa_slack,,1.7597154244117128,1.974737470919224,1.974737470919224,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X2Y1Y2Z2,Hf2_RuNi_As2,kappa_slack,,2.0058559892498584,2.2328652327182343,2.2328652327182343,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X2Y1Y2Z2,Hf2_RuNi_Bi2,kappa_slack,,2.608239236850633,3.5064338045932684,3.5064338045932684,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X2Y1Y2Z2,Hf2_RuNi_Sb2,kappa_slack,,0.6078081615835744,0.432385119259782,0.432385119259782,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X2Y1Y2Z2,Hf2_RuPd_As2,kappa_slack,,0.5487683978557953,0.451094420711587,0.451094420711587,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X2Y1Y2Z2,Hf2_RuPt_As2,kappa_slack,,0.7568592858583523,0.6787828341549345,0.6787828341549345,,,,,0.0,0.0,W/mK,saved_uncertainty
I-42d,X2Y1Y2Z2,Nb2_CoAu_Al2,kappa_slack,,1.2327425555928841,1.0028090754029715,1.0028090754029715,,,,,0.0,0.0,W/mK,saved_uncertainty
