Alloy,Doping type,Temperature (K),Doping (cm⁻³),S (µV/K),sigma (S/m),kappa_e (W/(m·K)),ZT_e (-)
HfMo_Os2_As2,n,1000.0,1e+20,-25.355962187837942,154087.05799746353,11.36121975688671,0.008719696996593173
HfMo_Os2_As2,n,1100.0,1e+20,-19.01713477127596,176690.21287474883,14.291996660772705,0.004918157602730149
HfMo_Os2_As2,n,1200.0,1e+20,-14.01801221470142,200125.15006291136,17.476927129502986,0.002700167522833227
HfMo_Os2_As2,n,1300.0,1e+16,12.11818303942961,221442.8647965754,21.37314587116846,0.0019779331524268588
HfMo_Os2_As2,p,100.0,1e+20,65.01895193964282,45622.55832357143,0.10753486444968617,0.17935367191556614
HfMo_Os2_As2,p,200.0,1e+20,114.06960037132275,46892.10964635066,0.2529984190886509,0.4823383575254647
HfMo_Os2_As2,p,300.0,1e+20,140.29489272453722,50421.5557186571,0.5357854383867128,0.5556870969483639
HfMo_Os2_As2,p,400.0,1e+20,144.55007093782595,56623.60448794201,1.0707813675640299,0.4419705337940467
HfMo_Os2_As2,p,500.0,1e+20,133.27215624296545,65899.49453241733,1.95868852683233,0.2987896551476516
HfMo_Os2_As2,p,600.0,1e+20,115.11163128680106,78347.36887154657,3.239470357020219,0.19228263869518403
HfMo_Os2_As2,p,700.0,1e+20,96.26238571271517,93662.52359898668,4.906776872254201,0.12381715676820176
HfMo_Os2_As2,p,800.0,1e+20,79.5009534486516,111386.78994762292,6.938915789330539,0.08116648383624302
HfMo_Os2_As2,p,900.0,1e+20,65.72319843987736,131101.62442544548,9.309973760046917,0.05474437552603256
HfMo_Os2_As2,p,1000.0,1e+20,54.77659833102257,152394.53590937334,11.99238647944849,0.038128866707170764
HfMo_Os2_As2,p,1100.0,1e+20,46.21756624869304,174904.73458182332,14.955082418342977,0.027480180750341983
HfMo_Os2_As2,p,1200.0,1e+20,39.62436139072627,198326.716322731,18.163851368093017,0.0205721214616358
HfMo_Os2_As2,p,1300.0,1e+20,34.40178551070985,222366.76725434512,21.58289521252054,0.01585132243199881
HfMo_Os2_Bi2,n,100.0,1e+16,44.177818139808004,12766.195818688657,0.052030782114412734,0.047886122667207924
HfMo_Os2_Bi2,n,200.0,1e+20,-53.415514470809335,44821.871045728156,0.22204570246231733,0.11518937891281562
HfMo_Os2_Bi2,n,300.0,1e+20,-73.74055650193183,45640.17132856132,0.4111652973447825,0.18107766665837682
HfMo_Os2_Bi2,n,400.0,1e+20,-77.94552348782241,49182.28506279891,0.8004978098403228,0.14931068993714694
HfMo_Os2_Bi2,n,500.0,1e+20,-68.90745322951575,56263.89237684631,1.4930254522996087,0.08946743049752517
HfMo_Os2_Bi2,n,600.0,1e+20,-54.432998374306955,66561.26884566135,2.5370861744003848,0.0466403863248514
HfMo_Os2_Bi2,n,700.0,1e+20,-39.82895110552084,79617.03677873459,3.943101771045112,0.022421455537323443
HfMo_Os2_Bi2,n,800.0,1e+16,32.89759260719728,92176.9107724784,6.024793051260718,0.01324641138811578
HfMo_Os2_Bi2,n,900.0,1e+16,30.698018611706697,110259.47914830058,8.090665776918739,0.01155832428907766
HfMo_Os2_Bi2,n,1000.0,1e+16,29.16080934941581,129602.259782633,10.436333189458844,0.010559996767037875
HfMo_Os2_Bi2,n,1100.0,1e+16,28.490808569855428,149945.52585392838,13.023249502512803,0.010280550842101542
HfMo_Os2_Bi2,n,1200.0,1e+16,28.261361473840235,171010.9542960033,15.810044702843655,0.010367122694414699
HfMo_Os2_Bi2,n,1300.0,1e+16,28.574672799766915,192559.80088745485,18.760548339486252,0.010894968647250928
HfMo_Os2_Bi2,p,100.0,1e+20,64.8732731696556,45388.1606352838,0.10712503767436388,0.17831308631999984
HfMo_Os2_Bi2,p,200.0,1e+20,107.40072527927884,46907.19874701463,0.24649180565675935,0.4390170992290209
HfMo_Os2_Bi2,p,300.0,1e+20,128.76977520173998,50099.42700751585,0.5051727605598847,0.49333504068478723
HfMo_Os2_Bi2,p,400.0,1e+20,134.70692336776833,55188.62448969437,0.9608416181189913,0.41690546655431876
HfMo_Os2_Bi2,p,500.0,1e+20,129.337088684474,62481.98198071264,1.6886516126976021,0.3094788001454523
HfMo_Os2_Bi2,p,600.0,1e+20,117.08465157907483,72181.23674996763,2.748561698581092,0.21600808905635505
HfMo_Os2_Bi2,p,700.0,1e+20,102.10206622934857,84314.62076288885,4.168830994590716,0.14758958235162747
HfMo_Os2_Bi2,p,800.0,1e+20,87.86825380247315,98856.72796304146,5.941423043364364,0.10277079924963049
HfMo_Os2_Bi2,p,900.0,1e+20,75.43192753166626,115388.85142725997,8.03926897529854,0.07350217855635666
HfMo_Os2_Bi2,p,1000.0,1e+20,65.5316228147054,133622.82300945418,10.419424355337389,0.05507300354320433
HfMo_Os2_Bi2,p,1100.0,1e+20,57.89918120656123,153159.7708412883,13.037841958625348,0.043318810717615265
HfMo_Os2_Bi2,p,1200.0,1e+20,52.271569878098354,173667.78593023683,15.851254168298366,0.03592261724057425
HfMo_Os2_Bi2,p,1300.0,1e+20,48.19392727119947,194823.0023423636,18.82142189336621,0.03125473278383816
HfMo_Os2_Sb2,n,100.0,1e+16,40.51837432145239,8807.786248605149,0.04150715118872653,0.034837570776502486
HfMo_Os2_Sb2,n,200.0,1e+20,-44.334679461690655,52711.81084345452,0.25285528303352806,0.08195077131863017
HfMo_Os2_Sb2,n,300.0,1e+20,-66.08514563779353,52566.54968376086,0.40408810918916266,0.17043640250816267
HfMo_Os2_Sb2,n,400.0,1e+20,-80.93644933860256,53727.13835882936,0.6676573844598844,0.21085715394298088
HfMo_Os2_Sb2,n,500.0,1e+20,-84.13470564246508,57440.510757178396,1.1620145431629234,0.17495529587825748
HfMo_Os2_Sb2,n,600.0,1e+20,-77.58943856263956,64254.623815925326,1.9736316131929597,0.11759659890429826
HfMo_Os2_Sb2,n,700.0,1e+20,-66.43052809445135,73965.31884661962,3.133772464208478,0.07291117940170634
HfMo_Os2_Sb2,n,800.0,1e+20,-54.800976971452805,86197.46112747253,4.636796955817635,0.0446624954076918
HfMo_Os2_Sb2,n,900.0,1e+20,-44.4240984779799,100473.3777712516,6.4639072641760045,0.027608044200087875
HfMo_Os2_Sb2,n,1000.0,1e+20,-35.70104150574802,116395.07002058382,8.588418998031605,0.017273610951770504
HfMo_Os2_Sb2,n,1100.0,1e+20,-28.536046233241553,133635.71515979795,10.977001857698092,0.010904834769785878
HfMo_Os2_Sb2,n,1200.0,1e+20,-22.47529152857511,151867.39461670557,13.597143003109906,0.006770313680195382
HfMo_Os2_Sb2,n,1300.0,1e+20,-17.462043257535488,170881.17460998593,16.406587889462532,0.004128662883878697
HfMo_Os2_Sb2,p,100.0,1e+20,67.61053762725204,43783.86938804678,0.10128834614375491,0.1975984067021622
HfMo_Os2_Sb2,p,200.0,1e+20,115.33044084157252,44267.226888505604,0.2217874129124838,0.5309618543184546
HfMo_Os2_Sb2,p,300.0,1e+20,140.99748948027377,46049.89349200973,0.4447865969005111,0.61747723789315
HfMo_Os2_Sb2,p,400.0,1e+20,149.1214918244812,49603.076944361615,0.8416444684113618,0.5242282424724999
HfMo_Os2_Sb2,p,500.0,1e+20,144.1739713265164,55213.40504623969,1.4751777291655097,0.38899490334009246
HfMo_Os2_Sb2,p,600.0,1e+20,130.73404304886284,62819.58781140971,2.3989320870423594,0.2685380085925121
HfMo_Os2_Sb2,p,700.0,1e+20,113.22819335567,72534.0794025589,3.6460101207466944,0.1785383140031031
HfMo_Os2_Sb2,p,800.0,1e+20,95.1679120288365,84351.86977367807,5.223677290653649,0.11700096498854669
HfMo_Os2_Sb2,p,900.0,1e+20,78.62258556321933,98120.56021006564,7.118558501997893,0.07668406270872014
HfMo_Os2_Sb2,p,1000.0,1e+20,64.54131138399106,113612.89941863983,9.303539769216856,0.05086921029308418
HfMo_Os2_Sb2,p,1100.0,1e+20,53.01017168654104,130543.26128262025,11.744310476365824,0.034358804243883004
HfMo_Os2_Sb2,p,1200.0,1e+20,44.03092646867848,148651.5633442078,14.402921601947776,0.024011305735311805
HfMo_Os2_Sb2,p,1300.0,1e+20,37.23731770571331,167654.41166038482,17.24217495841151,0.017527624916408403
HfMo_Pd2_Al2,n,100.0,1e+19,-64.85789882383968,18099.927444862493,0.047622693607299545,0.1598779708733164
HfMo_Pd2_Al2,n,200.0,1e+19,-99.86630383218436,20938.72810247421,0.1812733150586018,0.2304010049010711
HfMo_Pd2_Al2,n,300.0,1e+20,-89.19968453366336,106682.24578512246,0.7083519582032752,0.35949341720316563
HfMo_Pd2_Al2,n,400.0,1e+20,-108.96957266521237,101370.03939572723,0.9943457542529074,0.48421994992203315
HfMo_Pd2_Al2,n,500.0,1e+20,-116.12581904422836,98588.3300137304,1.5528487316487725,0.42807901935895915
HfMo_Pd2_Al2,n,600.0,1e+20,-107.78489518124486,99997.6669929955,2.5720056174769264,0.27100981066102986
HfMo_Pd2_Al2,n,700.0,1e+20,-86.69752074563144,106465.80541297155,4.131890466981349,0.13557285451137138
HfMo_Pd2_Al2,n,800.0,1e+20,-60.16845436432025,118028.67196759365,6.16806374097462,0.05541998003923119
HfMo_Pd2_Al2,n,900.0,1e+16,36.552816842118744,129797.69330605764,9.042139209159506,0.017261558146164792
HfMo_Pd2_Al2,n,1000.0,1e+16,40.72145857526122,152955.8609853447,11.492047378768236,0.022070662304528223
HfMo_Pd2_Al2,n,1100.0,1e+16,43.5313024139777,176866.96254159426,14.151061552833475,0.026052757953114805
HfMo_Pd2_Al2,n,1200.0,1e+16,44.96682473569809,201172.65145445967,16.984840945614167,0.02873909876779811
HfMo_Pd2_Al2,n,1300.0,1e+16,45.725934581785474,225701.42503103847,19.96044290859419,0.030734960622960814
HfMo_Pd2_Al2,p,100.0,1e+19,53.87198116347972,12858.69255376288,0.0411824791863744,0.09061711251487711
HfMo_Pd2_Al2,p,200.0,1e+20,75.40195038677221,99999.38673070453,0.5026891166093677,0.22620021270135737
HfMo_Pd2_Al2,p,300.0,1e+20,106.4983869963486,99267.91554217877,0.7733320574551689,0.43676738821582056
HfMo_Pd2_Al2,p,400.0,1e+20,130.08348676808663,99280.42698037183,1.154482010572621,0.5820774785876975
HfMo_Pd2_Al2,p,500.0,1e+20,141.2370630162783,101552.89769171547,1.806416656587384,0.5607144536116482
HfMo_Pd2_Al2,p,600.0,1e+20,139.4534908104504,107437.32122911997,2.8676902436532887,0.4371524966326042
HfMo_Pd2_Al2,p,700.0,1e+20,128.89645112773465,117562.6881635149,4.377660473851488,0.31232546356482166
HfMo_Pd2_Al2,p,800.0,1e+20,115.11847412942284,131628.090557024,6.287349109563056,0.22195301137662618
HfMo_Pd2_Al2,p,900.0,1e+20,101.79884442587957,148835.34596906442,8.522227319516135,0.16288503020643205
HfMo_Pd2_Al2,p,1000.0,1e+20,90.52388552846749,168422.60617375068,11.01469280838649,0.12530095105754271
HfMo_Pd2_Al2,p,1100.0,1e+20,81.44284237296314,189657.49195439953,13.714155802320244,0.10090192544922855
HfMo_Pd2_Al2,p,1200.0,1e+20,74.17379957466012,211947.51614963985,16.582389358047962,0.08438466333311598
HfMo_Pd2_Al2,p,1300.0,1e+20,68.23246917087856,234822.81016483437,19.59006777797426,0.07254873931215568
HfMo_Pd2_Ga2,n,100.0,1e+16,-626.6293309325438,12.970523258804851,2.7495606258952678e-05,18.52318376452111
HfMo_Pd2_Ga2,n,200.0,1e+17,-547.4817718583778,122.47692878315924,0.0006754917875937726,10.869349111755357
HfMo_Pd2_Ga2,n,300.0,1e+18,-419.23645053551826,1098.6752370333304,0.012401188357754797,4.671381727739524
HfMo_Pd2_Ga2,n,400.0,1e+19,-296.14667417405394,9131.056101383283,0.0885930158355132,3.6157237001669156
HfMo_Pd2_Ga2,n,500.0,1e+20,-170.619965395841,66694.78870718995,0.6456997601650724,1.503456888790034
HfMo_Pd2_Ga2,n,600.0,1e+20,-194.145569736029,60140.32840085621,0.7449678428490896,1.8257213262652898
HfMo_Pd2_Ga2,n,700.0,1e+20,-208.13218517916184,54583.10615299423,1.02602773223562,1.6131534260195746
HfMo_Pd2_Ga2,n,800.0,1e+20,-202.71341967778005,51149.52672857281,1.7459624277953134,0.963078556326991
HfMo_Pd2_Ga2,n,900.0,1e+20,-170.48101216134316,51084.783482295694,3.1362761952376395,0.4260610124556153
HfMo_Pd2_Ga2,n,1000.0,1e+20,-119.28339265933788,55384.62373430707,5.161401526961233,0.1526797813352958
HfMo_Pd2_Ga2,n,1100.0,1e+20,-68.06114095793423,64126.00286290195,7.560273015690822,0.043220304937231946
HfMo_Pd2_Ga2,n,1200.0,1e+16,71.02260832947606,76055.74668607365,10.344240319310394,0.044504908718692955
HfMo_Pd2_Ga2,n,1300.0,1e+16,69.43145053397639,92987.76685608034,12.819152670748593,0.045459256396901536
HfMo_Pd2_Ga2,p,100.0,1e+16,597.0343647497322,13.376168862368152,3.993849565430089e-05,11.938195843821036
HfMo_Pd2_Ga2,p,200.0,1e+17,572.5028129203654,96.51395277843011,0.0006290515688308903,10.05747816397087
HfMo_Pd2_Ga2,p,300.0,1e+18,442.5757858976219,923.6028626442004,0.013063973049121831,4.1543831460418055
HfMo_Pd2_Ga2,p,400.0,1e+19,324.13455539682946,8694.240815194074,0.09985137171040799,3.6592180274759025
HfMo_Pd2_Ga2,p,500.0,1e+19,328.34021806923624,9007.38371152659,0.25740969610705094,1.8862181998123966
HfMo_Pd2_Ga2,p,600.0,1e+20,223.65803177053658,75740.30154702207,0.9995726917152513,2.2742222017789175
HfMo_Pd2_Ga2,p,700.0,1e+20,241.69330374277138,71261.56017585652,1.2395385165406758,2.3508373195682863
HfMo_Pd2_Ga2,p,800.0,1e+20,247.87510211706945,68048.28439788512,1.8010844641878199,1.8571154351845698
HfMo_Pd2_Ga2,p,900.0,1e+20,237.5909491192815,67606.55377868128,2.899195306214113,1.1847142708959435
HfMo_Pd2_Ga2,p,1000.0,1e+20,212.39586337499202,71049.2028891857,4.601232717674503,0.6965898129553804
HfMo_Pd2_Ga2,p,1100.0,1e+20,181.33079446949117,78744.12083506136,6.769804586467166,0.4207051414933453
HfMo_Pd2_Ga2,p,1200.0,1e+20,152.5072250113033,89892.0964996841,9.240055271561541,0.27152450082791835
HfMo_Pd2_Ga2,p,1300.0,1e+20,129.5777526150264,103773.23201306019,11.90105837225603,0.19032857526388464
HfMo_Pd2_In2,n,100.0,1e+16,-584.8294348947746,10.881783912774049,2.436639830936909e-05,15.274507078596939
HfMo_Pd2_In2,n,200.0,1e+18,-358.28471722714795,914.2218219502671,0.005084737145194903,4.616040804251109
HfMo_Pd2_In2,n,300.0,1e+19,-271.92754039134655,7399.511584216171,0.05449025630948843,3.0123945094392335
HfMo_Pd2_In2,n,400.0,1e+19,-304.0695200535998,6566.83764591756,0.12531312186103077,1.9380523251333002
HfMo_Pd2_In2,n,500.0,1e+20,-207.69766928302832,45629.82288135091,0.5028831634100337,1.9571086561671007
HfMo_Pd2_In2,n,600.0,1e+20,-226.8485800601933,40627.755046216276,0.7100574392013081,1.766658975700693
HfMo_Pd2_In2,n,700.0,1e+20,-217.85168577731562,37915.341874993166,1.352006890108808,0.9316568067701155
HfMo_Pd2_In2,n,800.0,1e+20,-169.22550422537552,38948.12115558194,2.6663363259360615,0.33465182934117427
HfMo_Pd2_In2,n,900.0,1e+16,106.9263331636868,44389.9086051982,4.650720071344632,0.09821456735856533
HfMo_Pd2_In2,n,1000.0,1e+16,103.39885955241205,59061.558798095095,6.3221875972699335,0.09987781295598273
HfMo_Pd2_In2,n,1100.0,1e+16,99.11912445851239,75074.46529417777,8.219535545183428,0.09870804928912547
HfMo_Pd2_In2,n,1200.0,1e+16,94.31138344025321,92045.39311651414,10.324313272047542,0.0951591074768185
HfMo_Pd2_In2,n,1300.0,1e+16,89.60593660792279,109730.9147302099,12.611860725046105,0.09081691667198984
HfMo_Pd2_In2,p,100.0,1e+16,606.8116484192714,13.95135934232558,3.7955621773626935e-05,13.53468748991003
HfMo_Pd2_In2,p,200.0,1e+18,368.58671395690135,1051.9325171350358,0.00464895903180861,6.148108313329339
HfMo_Pd2_In2,p,300.0,1e+19,248.3235797107922,9860.477525960796,0.06755670467379833,2.7001423815161556
HfMo_Pd2_In2,p,400.0,1e+19,283.8218443378567,9901.751830160958,0.13266719851977313,2.40491707550257
HfMo_Pd2_In2,p,500.0,1e+20,171.55106461643572,86205.73242216972,0.9706372233046805,1.3068809977627758
HfMo_Pd2_In2,p,600.0,1e+20,195.04899096041117,81362.953321414,1.1258995251694874,1.6495509512142166
HfMo_Pd2_In2,p,700.0,1e+20,210.68269726029064,77006.7746160474,1.4472001426159327,1.653316943492481
HfMo_Pd2_In2,p,800.0,1e+20,213.7310899843953,74903.78252637008,2.138803778287644,1.2798474131395814
HfMo_Pd2_In2,p,900.0,1e+20,202.254426839157,76595.54074295571,3.3478263406180773,0.8423239434454737
HfMo_Pd2_In2,p,1000.0,1e+20,181.28805779164205,82813.25646920406,5.040474631392517,0.5399665065713737
HfMo_Pd2_In2,p,1100.0,1e+20,158.8332992490573,93011.92203358513,7.070302974396857,0.3650702083855092
HfMo_Pd2_In2,p,1200.0,1e+20,139.07789056878752,105945.62491748949,9.331843732800372,0.2635196502221253
HfMo_Pd2_In2,p,1300.0,1e+20,123.0287683581696,120756.79451222434,11.765504846552652,0.20195644347222036
HfMo_Pt2_Al2,n,100.0,1e+17,-355.0136580805366,209.09367853517983,0.0003581312571646414,7.358491608924185
HfMo_Pt2_Al2,n,200.0,1e+18,-228.21057614968808,2031.427257291798,0.018715830012137977,1.1305602554843341
HfMo_Pt2_Al2,n,300.0,1e+19,-167.60331029763367,15440.344401525237,0.1280640271995844,1.0160527768752448
HfMo_Pt2_Al2,n,400.0,1e+20,-100.4457949509039,97821.80076168674,0.8965165345738179,0.4403529005711315
HfMo_Pt2_Al2,n,500.0,1e+20,-119.54060440596459,93916.00829332431,1.101564139659212,0.6091590981609815
HfMo_Pt2_Al2,n,600.0,1e+20,-130.94228951762858,90685.05973438702,1.4891088032279978,0.6264990593219417
HfMo_Pt2_Al2,n,700.0,1e+20,-128.54165964442106,90025.80978338509,2.2928321135824485,0.45413045388466483
HfMo_Pt2_Al2,n,800.0,1e+20,-111.24474928603506,93412.11076325453,3.667410034159129,0.25216961006601923
HfMo_Pt2_Al2,n,900.0,1e+20,-86.24978638612909,101519.17729761403,5.563961370010536,0.12215817875910188
HfMo_Pt2_Al2,n,1000.0,1e+20,-62.02391430993203,113736.3255492982,7.825457501839743,0.05591235670828317
HfMo_Pt2_Al2,n,1100.0,1e+20,-42.42352119025761,129004.37984850456,10.324884673466112,0.02473576556136312
HfMo_Pt2_Al2,n,1200.0,1e+20,-27.853928683969496,146393.1178733325,12.98655713850365,0.010494960163937422
HfMo_Pt2_Al2,n,1300.0,1e+16,22.378838169441455,158877.7127932326,16.455304143933933,0.006286016100910499
HfMo_Pt2_Al2,p,100.0,1e+17,504.6028689221154,94.55719864747937,0.0004356455884384999,5.526634038929962
HfMo_Pt2_Al2,p,200.0,1e+19,327.27417330294105,7582.933291769726,0.036133170211273276,4.495568642264731
HfMo_Pt2_Al2,p,300.0,1e+20,212.51748797310293,74009.98661424035,0.4305897661002493,2.328826982072755
HfMo_Pt2_Al2,p,400.0,1e+20,242.8655662200355,70995.02871641448,0.5586889673547667,2.9981249183010283
HfMo_Pt2_Al2,p,500.0,1e+20,257.76818644678775,68429.30318942481,0.8512327851133565,2.6706834304554725
HfMo_Pt2_Al2,p,600.0,1e+20,253.48929168273705,67951.87666475198,1.5218183323109422,1.7215083361555157
HfMo_Pt2_Al2,p,700.0,1e+20,229.1173050467439,70950.1472291975,2.7259892466466913,0.956407531397653
HfMo_Pt2_Al2,p,800.0,1e+20,192.14935564284625,78208.17099307744,4.437065705275252,0.5206239242315889
HfMo_Pt2_Al2,p,900.0,1e+20,153.72957366585857,89586.34806884166,6.5066190856907395,0.2928490404969954
HfMo_Pt2_Al2,p,1000.0,1e+20,120.892206881636,104345.8205068476,8.805252076317547,0.17319281708237913
HfMo_Pt2_Al2,p,1100.0,1e+20,95.56362341251499,121608.02119744522,11.263883480857034,0.10845559817508858
HfMo_Pt2_Al2,p,1200.0,1e+20,76.66208012981176,140524.85070973335,13.853494587681256,0.07153790827466791
HfMo_Pt2_Al2,p,1300.0,1e+20,62.68957807853428,160485.5485711858,16.554463296230235,0.049528465399573104
HfMo_Pt2_Ga2,n,100.0,1e+16,-584.3975982271661,15.127723406857134,2.621553120876853e-05,19.70751009994503
HfMo_Pt2_Ga2,n,200.0,1e+16,-669.6308485218716,14.494442789803012,9.668225503194463e-05,13.444840476920502
HfMo_Pt2_Ga2,n,300.0,1e+18,-352.0139181398379,1290.7132134007127,0.00837922999890075,5.726200754141536
HfMo_Pt2_Ga2,n,400.0,1e+19,-229.70874540005514,11023.26926272014,0.10063384557886351,2.3119657603195365
HfMo_Pt2_Ga2,n,500.0,1e+19,-257.09785826021147,10228.904103485538,0.15680965295023738,2.155873307233395
HfMo_Pt2_Ga2,n,600.0,1e+20,-160.52100805342144,71646.4457962305,0.9403992598305478,1.17787005139697
HfMo_Pt2_Ga2,n,700.0,1e+20,-177.3507132374309,67719.87087083793,1.0811593514181934,1.3790827652738589
HfMo_Pt2_Ga2,n,800.0,1e+20,-185.83958162470927,64293.823325058096,1.3878559061016187,1.279944975128748
HfMo_Pt2_Ga2,n,900.0,1e+20,-179.9407351300595,62408.74458730242,2.0451705533682745,0.8892367558802696
HfMo_Pt2_Ga2,n,1000.0,1e+20,-157.88348261701788,63135.669676271056,3.1968334984381923,0.49229811072957813
HfMo_Pt2_Ga2,n,1100.0,1e+20,-126.55793588720068,67094.47909181296,4.834978397540385,0.2444914626436048
HfMo_Pt2_Ga2,n,1200.0,1e+20,-95.7639710275182,74280.6178997786,6.8349986125697315,0.11959764174356126
HfMo_Pt2_Ga2,n,1300.0,1e+20,-70.6751488787887,84144.28275815856,9.076394958626743,0.06019882899142725
HfMo_Pt2_Ga2,p,100.0,1e+16,790.3627803168807,6.482896584071391,1.448815436502635e-05,27.95174912964508
HfMo_Pt2_Ga2,p,200.0,1e+17,756.3285483021178,64.82510613383602,0.0003000779113427815,24.714975878650595
HfMo_Pt2_Ga2,p,300.0,1e+18,624.3245776178971,626.9802530075052,0.004994289246654426,14.679872730654125
HfMo_Pt2_Ga2,p,400.0,1e+19,464.89516656023835,5829.817142668458,0.04622746229378342,10.902470822531479
HfMo_Pt2_Ga2,p,500.0,1e+20,298.0816306831668,52262.96884792264,0.40440216167720283,5.741442759149809
HfMo_Pt2_Ga2,p,600.0,1e+20,317.5399760561807,47595.95352382801,0.4579793351310342,6.28741628024217
HfMo_Pt2_Ga2,p,700.0,1e+20,328.0512435972668,43626.3492521814,0.6529135831808649,5.033552294897378
HfMo_Pt2_Ga2,p,800.0,1e+20,321.72305780430463,41027.905964917394,1.195883075472958,2.8408283566136396
HfMo_Pt2_Ga2,p,900.0,1e+20,290.45692960887874,40882.48784161004,2.293218053019727,1.353623726068497
HfMo_Pt2_Ga2,p,1000.0,1e+20,238.18553740513752,43935.877388305955,3.944129707525916,0.6319735324257871
HfMo_Pt2_Ga2,p,1100.0,1e+20,181.5386396067614,50489.471894802446,5.931242698208028,0.30859292965075125
HfMo_Pt2_Ga2,p,1200.0,1e+20,133.8785902138059,60124.41750739826,8.073568780764079,0.160172826462726
HfMo_Pt2_Ga2,p,1300.0,1e+20,98.81007442999169,72154.1942268015,10.313230471072567,0.0887999381320867
HfMo_Pt2_In2,n,100.0,1e+16,-638.1002717135611,13.274443105473969,2.6348950494022494e-05,20.513078786168418
HfMo_Pt2_In2,n,200.0,1e+16,-758.5804943271405,11.281032012984852,4.764043685058075e-05,27.2525054256438
HfMo_Pt2_In2,n,300.0,1e+18,-442.12799838436655,957.1659059541034,0.0061951450652200845,9.060518081453248
HfMo_Pt2_In2,n,400.0,1e+18,-470.44014020552277,856.0174998371623,0.015973103839014097,4.744189860886905
HfMo_Pt2_In2,n,500.0,1e+19,-339.95162007141244,7148.142649671477,0.08886173562779093,4.648176963278372
HfMo_Pt2_In2,n,600.0,1e+20,-199.85387081099282,54609.333700307274,0.6105264246285372,2.143575529980923
HfMo_Pt2_In2,n,700.0,1e+20,-219.2301966965009,49683.439280970975,0.6871171705821891,2.4326500478740156
HfMo_Pt2_In2,n,800.0,1e+20,-229.2045077059067,45703.359445032984,0.9348658241605333,2.054637151750008
HfMo_Pt2_In2,n,900.0,1e+20,-221.67635887986967,43317.95486843029,1.5635755580643773,1.2252658797621003
HfMo_Pt2_In2,n,1000.0,1e+20,-191.51347822823945,43669.17145828812,2.7439284557729366,0.5837150035331538
HfMo_Pt2_In2,n,1100.0,1e+20,-147.21936461514323,47329.54954863243,4.429240603759575,0.25475672771106067
HfMo_Pt2_In2,n,1200.0,1e+20,-104.00405191520382,54148.49492513798,6.42112134528442,0.10946046214042542
HfMo_Pt2_In2,n,1300.0,1e+20,-69.14360083724333,63356.14340672781,8.582332232745182,0.045880775350805626
HfMo_Pt2_In2,p,100.0,1e+16,652.8781670407665,8.930830196818745,2.9337552751956542e-05,12.975743135134632
HfMo_Pt2_In2,p,200.0,1e+16,870.9612554885433,6.795761908539229,3.944627914694976e-05,26.13724318640807
HfMo_Pt2_In2,p,300.0,1e+18,570.5738288356648,648.454565176539,0.004687061048873591,13.512132383946277
HfMo_Pt2_In2,p,400.0,1e+19,428.8987627032416,5970.098856197554,0.04846812770401549,9.063477418769379
HfMo_Pt2_In2,p,500.0,1e+19,458.3273831749129,5409.87338485037,0.07435792665984149,7.641549734998741
HfMo_Pt2_In2,p,600.0,1e+20,302.1699562518949,45720.646315782775,0.44371171903566364,5.645017279442788
HfMo_Pt2_In2,p,700.0,1e+20,320.77536038329845,40532.42757807314,0.5242629007132855,5.568696287519871
HfMo_Pt2_In2,p,800.0,1e+20,325.2643236835315,36723.590785590764,0.8562308510568167,3.630087687041776
HfMo_Pt2_In2,p,900.0,1e+20,304.80538095347475,35155.894265265655,1.684890342368476,1.7446739532511795
HfMo_Pt2_In2,p,1000.0,1e+20,256.8136841410785,36669.69168056738,3.1207933942616974,0.7749587078117295
HfMo_Pt2_In2,p,1100.0,1e+20,197.199910673066,41578.87207076797,4.987664338166984,0.35660021304451045
HfMo_Pt2_In2,p,1200.0,1e+20,145.2741486744592,49556.90265488441,7.03651397490549,0.17836289983053458
HfMo_Pt2_In2,p,1300.0,1e+20,108.1535005893013,59896.890037623925,9.15674427506458,0.0994689885348697
HfMo_Rh2_Ge2,n,100.0,1e+16,-617.8838848282849,9.7345824386446,1.7668907344958723e-05,21.033975846699537
HfMo_Rh2_Ge2,n,200.0,1e+16,-708.9683941732775,9.31880732177961,3.452125656899492e-05,27.13672801393311
HfMo_Rh2_Ge2,n,300.0,1e+18,-368.18596659194617,886.4042553851623,0.004952911216894325,7.278250629337951
HfMo_Rh2_Ge2,n,400.0,1e+18,-385.5729509749702,887.152418080121,0.013533665165274282,3.898126451816974
HfMo_Rh2_Ge2,n,500.0,1e+19,-248.3776134683918,7887.746586815716,0.09165519490309015,2.654549133384499
HfMo_Rh2_Ge2,n,600.0,1e+19,-254.71590212570823,8007.425911913352,0.18378551389694656,1.6960748753205477
HfMo_Rh2_Ge2,n,700.0,1e+20,-153.10485132919482,59776.267492497434,0.9998926404379448,0.9809601519223083
HfMo_Rh2_Ge2,n,800.0,1e+20,-169.6083837272067,57756.574842381815,1.155627407119501,1.1501863659477893
HfMo_Rh2_Ge2,n,900.0,1e+20,-179.98014895401184,56449.81514519911,1.4384556700163802,1.1440836123671758
HfMo_Rh2_Ge2,n,1000.0,1e+20,-181.0798017381977,56655.25985911754,1.9590305123589502,0.9482853827223074
