Alloy,Doping type,Temperature (K),Doping (cm⁻³),S (µV/K),sigma (S/m),kappa_e (W/(m·K)),ZT_e (-)
HfCr_Co2_Sn2,n,1000.0,1e+20,-120.59681010022831,15795.334406746048,2.3191544343929595,0.09905372134574847
HfCr_Co2_Sn2,n,1100.0,1e+16,63.75432283818555,19181.585001965566,3.7994027777436252,0.022572575510415933
HfCr_Co2_Sn2,n,1200.0,1e+16,69.56153055305994,26055.960469651614,5.097242207578183,0.029681874222970098
HfCr_Co2_Sn2,n,1300.0,1e+16,73.30788499150519,33902.66039679992,6.557286186776441,0.0361205515180686
HfCr_Co2_Sn2,p,100.0,1e+16,958.4494314662605,1.4009086923772902,2.5201002887446186e-06,51.065832233584814
HfCr_Co2_Sn2,p,200.0,1e+16,1059.3282038403179,1.1973432974615177,4.0950862037516545e-06,65.62158337161817
HfCr_Co2_Sn2,p,300.0,1e+18,734.304893874435,110.6618081130935,0.000670110184064368,26.713183268485587
HfCr_Co2_Sn2,p,400.0,1e+19,583.7471316895546,1045.2582443852643,0.008264735452057118,17.238685859070465
HfCr_Co2_Sn2,p,500.0,1e+20,418.67808506190187,9858.878104450652,0.08064736935540995,10.714397486881973
HfCr_Co2_Sn2,p,600.0,1e+20,436.29632435852454,9358.464620093144,0.10536868765428638,10.143956790974093
HfCr_Co2_Sn2,p,700.0,1e+20,434.1464888157988,9072.45553770652,0.23263859702072734,5.145335575236179
HfCr_Co2_Sn2,p,800.0,1e+20,392.04836432445194,9489.21550998083,0.632293738133679,1.8453583262655657
HfCr_Co2_Sn2,p,900.0,1e+20,309.30431699194196,11344.315092079582,1.4011175471029584,0.6971370769685102
HfCr_Co2_Sn2,p,1000.0,1e+20,227.12793014288334,15018.681125534204,2.4283807678804674,0.3190480525299055
HfCr_Co2_Sn2,p,1100.0,1e+20,172.21325528476373,20371.98437838386,3.6116176376494997,0.18401677137681596
HfCr_Co2_Sn2,p,1200.0,1e+20,139.026118212152,27044.509935691498,4.94246275096956,0.1269140639559791
HfCr_Co2_Sn2,p,1300.0,1e+20,119.62815871761485,34821.188119553095,6.415339770614657,0.10097970827494203
HfCr_Fe2_As2,n,100.0,1e+16,-722.443677942348,3.3068418988700423,6.072133088684272e-06,28.423669173454822
HfCr_Fe2_As2,n,200.0,1e+18,-419.948328056355,315.1136109791211,0.0012560739549072044,8.848581609936186
HfCr_Fe2_As2,n,300.0,1e+19,-287.70378547588786,2984.8480117214544,0.02134820765539668,3.4719479859858247
HfCr_Fe2_As2,n,400.0,1e+19,-292.1886318061044,3172.5697730759025,0.08496008432027992,1.275213401980336
HfCr_Fe2_As2,n,500.0,1e+20,-201.55252510771538,26017.961441100968,0.3378990762655824,1.5639856087552524
HfCr_Fe2_As2,n,600.0,1e+20,-213.52931487461615,25958.38190468437,0.5792407297561585,1.2259839626604154
HfCr_Fe2_As2,n,700.0,1e+20,-196.91143810158692,27899.957835283316,1.207227885857873,0.6272695650522835
HfCr_Fe2_As2,n,800.0,1e+20,-157.49143014227718,32971.290507682315,2.3377361941214607,0.27986222687215373
HfCr_Fe2_As2,n,900.0,1e+20,-115.3434070406842,41220.68249018205,3.8870053517275083,0.12697788824139447
HfCr_Fe2_As2,n,1000.0,1e+20,-81.59535444842844,52118.521664019,5.737538153313437,0.06047799275531185
HfCr_Fe2_As2,n,1100.0,1e+20,-56.477767749510264,64998.92931102426,7.822191504290978,0.029155835421344537
HfCr_Fe2_As2,n,1200.0,1e+20,-37.95068977558076,79382.3156510995,10.089427007359587,0.013598088223243087
HfCr_Fe2_As2,n,1300.0,1e+20,-24.009214987639876,94869.9446358545,12.495960954012185,0.005689292479437869
HfCr_Fe2_As2,p,100.0,1e+16,927.7591427230395,1.8495128158158431,3.459266364265773e-06,46.01970460427704
HfCr_Fe2_As2,p,200.0,1e+18,634.5914246550232,179.34241484179324,0.000812304945329315,17.782069768039925
HfCr_Fe2_As2,p,300.0,1e+19,492.8017468424259,1732.1649944377689,0.013873023682707384,9.096699781316088
HfCr_Fe2_As2,p,400.0,1e+20,340.8504057799757,16484.052230734967,0.12851021599198517,5.960929019788427
HfCr_Fe2_As2,p,500.0,1e+20,356.39091681573746,16141.46653506725,0.23694807653150743,4.3262644259683665
HfCr_Fe2_As2,p,600.0,1e+20,331.6280387156127,16897.755322347428,0.6337602724877885,1.7593722625381987
HfCr_Fe2_As2,p,700.0,1e+20,258.7901991750637,19923.499509771682,1.5396628970808524,0.6066436680215196
HfCr_Fe2_As2,p,800.0,1e+20,174.7636967144471,26136.451081516785,2.9002512423931748,0.2201929589824773
HfCr_Fe2_As2,p,900.0,1e+20,112.6328539040669,35414.98309655979,4.549218877718338,0.08888385711382617
HfCr_Fe2_As2,p,1000.0,1e+20,74.77556504750682,47196.13118850923,6.412988523629607,0.04114957403438783
